inchikey	smiles	name
DJOVLOYCGXNVPI-UHFFFAOYSA-N	CN1CCN(c2ccc(-c3cccc(CN4CCOCC4)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1	OICR-9429
WGJCHHJGGFCCRS-DEYDLUNASA-N	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)C(C)(C)C)cc1	CM11
QXCXMVYVUHVFLP-UHFFFAOYSA-N	Cn1c(=O)c2c(nc(N3CCNCC3)n2Cc2nnc(-c3ccc(Cl)c(Cl)c3)o2)n(C)c1=O	TH5427
KNOUWGGQMADIBV-KRWDZBQOSA-N	CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21	GSK481
LUHCYAOYQIFNRN-UHFFFAOYSA-N	CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CCOCCOCCOCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O	BSJ-03-123
IDKAKZRYYDCJDU-HBMMIIHUSA-N	CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12	MI-77301
SGIWFELWJPNFDH-UHFFFAOYSA-N	O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1	T0901317
QADPYRIHXKWUSV-UHFFFAOYSA-N	CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1	BGJ-398
YYDUWLSETXNJJT-MTJSOVHGSA-N	Cc1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1	GNF-5837
BLNNXJOEJRKHAM-UHFFFAOYSA-N	COc1ccc(Br)c(CNc2cccnc2)c1	UCSF4226
ZMNWFTYYYCSSTF-SOAUALDESA-N	COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C	A-770041
LXFOLMYKSYSZQS-XKHGBIBOSA-N	CC(C)N(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)C1CC(CCc2nc3cc(C(C)(C)C)ccc3[nH]2)C1	EPZ-5676
XQFINGFCBFHOPE-WXUXXXNLSA-N	CCN(c1cc(C#CCN2CCOCC2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)CCOC)CC1	EPZ011989
CGWBJJZOKGZCSJ-UHFFFAOYSA-N	CCCOc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1	PF-CBP1
AIOCFZJGGGEWDK-UHFFFAOYSA-N	COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)CC(=O)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O	dBRD9
RUBYHLPRZRMTJO-MOVYNIQHSA-N	CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)cc1	THZ531
RDALZZCKQFLGJP-UHFFFAOYSA-N	Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2	CB-5083
JBHLOPKIPKTRSU-UHFFFAOYSA-N	COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2	THPP-1
LQSHXYHWYGKAMX-FQEVSTJZSA-N	COc1cc(C(N)=O)nc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)c1	NIK-SMI1
AQTPWCUIYUOEMG-INIZCTEOSA-N	O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1	GSK2194069
JFGOILLZIAIYGA-UHFFFAOYSA-N	O=C(NCCc1cc(C(=O)NO)no1)c1ccc(Cl)c(Cl)c1	SS-208
RPMGXDCRCWWCRY-JTQLQIEISA-N	CCNC(=O)c1cc2c(N3CCOC[C@@H]3C)ccnc2[nH]1	BAY-707
RIJLVEAXPNLDTC-UHFFFAOYSA-N	O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1	Filgotinib
HWGQMRYQVZSGDQ-HZPDHXFCSA-N	Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1	Talazoparib
SEDFZSHSBUXKAC-NIYFSFCBSA-N	C[C@H](CN[C@@H](C(=O)Nc1ccc(-c2cnn(C)c2)cn1)c1ccccc1)c1ccc(C#N)cc1	CPI-1612
ZOPNBMMVVZRSGH-NRFANRHFSA-N	CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1	AMG-837
BWYBBMQLUKXECQ-GIVPXCGWSA-N	CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O	Relacatib
CVWXJKQAOSCOAB-UHFFFAOYSA-N	CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1	AC220
VRVJKILQRBSEAG-LFPIHBKWSA-N	CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O	A-485
UQRCJCNVNUFYDX-UHFFFAOYSA-N	CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1	Golvatinib
LWXLECMNBTVASW-UHFFFAOYSA-N	CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1	GNE-049
AILRADAXUVEEIR-UHFFFAOYSA-N	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1	Brigatinib
HUFOZJXAKZVRNJ-UHFFFAOYSA-N	C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1	Rociletinib
GHVMTHKJUAOZJP-CGTJXYLNSA-N	CNC(=O)[C@@H](NC(=O)[C@H](CCCc1ccccc1)[C@H](C)N(O)C=O)C(C)(C)C	GI254023X
ZEGMEJVULDALSH-NSHDSACASA-N	N[C@@H](CC(=O)O)Cn1nnc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)n1	LYS006
SNCRCEGCQVMUBS-DNVCBOLYSA-N	C[C@@H]1CN(Cc2ccc3nccnc3c2)C[C@H]1c1nc2c(cnn2C2CCCC2)c(=O)[nH]1	PF-4181366
FNBUZGRPJLEIMO-UHFFFAOYSA-N	CCOc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C#Cc2cnc(C(=O)O)cc2OC)c2ncccc12	MSC-4381
OBSYBRPAKCASQB-AGQYDFLVSA-N	COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	Salvinorin-A
ORDHXXHTBUZRCN-NTEUORMPSA-N	CC(C)(O)c1ccccc1-c1ccc2[nH]c(/C=C/c3ccc(C(F)(F)F)cc3)nc2c1	MAVATREP
CUBDGLIBZGKXKQ-ZBLYBZFDSA-N	CC[C@H](CC(=O)O)c1cccc(OCc2ccc(-c3cc(OC)ccc3F)c([C@@H]3CCCC3(C)C)c2)c1F	AM-6226
XPLWBHWPOUEOSJ-GSZYCOFVSA-N	COc1ccc(F)c(-c2ccc(COc3ccc4c(c3)[C@]3(CC4)C[C@H]3C(=O)O)cc2[C@@H]2CCCC2(C)C)c1	AM-5262
YSVWFFNZZGLLAI-XNTOLAJGSA-N	CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1ccncc1)NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	KISS1-305
LPCWQWNRCGWRFC-UHFFFAOYSA-N	O=C(c1ccc(C(=O)N2CCC(CCN3CCCC3)CC2)c(Nc2ccc(OCN3CCCC3)cc2)c1)N1CCC(CCN2CCCC2)CC1	EML631
JYTIXGYXBIBOMN-UHFFFAOYSA-N	Cn1nc(C(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)c2c1-c1cc(Cl)ccc1OC2	Nidufexor
KLHOCHQJHXNKAS-UHFFFAOYSA-N	Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1	CCT251236
IFRGXKKQHBVPCQ-UHFFFAOYSA-N	CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O	Onalespib
BKLJDIJJOOQUFG-UHFFFAOYSA-N	Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1	BAY-876
FYQFEJFTCLKXTQ-UHFFFAOYSA-N	Cc1cc(C)c(S(=O)(=O)N(CCc2cccc(Br)c2)Cc2ccc(-c3cccc(S(C)(=O)=O)c3)cc2)c(C)c1	SR9243
RRELDGDKULRRDM-UHFFFAOYSA-N	O=C1CCc2cc(Nc3cc(OC4CCOCC4)c([N+](=O)[O-])cc3Cl)ccc2N1	TP-021
IYHHRZBKXXKDDY-UHFFFAOYSA-N	CCC(F)(F)c1cc(N2CCC(S(C)(=O)=O)CC2)nc2sc(C(N)=O)c(N)c12	BI 605906
DYUTWRFEEOPXMN-UHFFFAOYSA-N	C1=CC2NC(CN3CCC(c4nc(-c5cc6ccccc6o5)cs4)CC3)=NC2N=C1	BAY-179
AUYCSWFYKYVCLD-HXUWFJFHSA-N	CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2C1=O	GNE-2256
OEDSFMUSNZDJFD-UHFFFAOYSA-N	CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1	ABBV-744
QMHRLXNEGYTSRV-UHFFFAOYSA-N	CC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1	BI-9627
LQEHCKYYIXQEBM-FUKIBTTHSA-N	CCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1	A-192621
WEGLOYDTDILXDA-OAHLLOKOSA-N	CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1	BAY-293
CSJYMAFXYMYNCK-UHFFFAOYSA-N	NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2)ccc1Oc1cccc(Cl)c1	BAY-1797
ILHNIWOZZKIBNW-UHFFFAOYSA-N	Cc1noc(C)c1-c1cc(Cl)c(Nc2ccccc2C(=O)NO)c(Cl)c1	FB23-2
OAMLIJKKGZLNHE-UHFFFAOYSA-N	CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1	MSD-CYP11B2
JTCAGRAKUAAYDY-OAHLLOKOSA-N	CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1	MK-7246
FSWFYCYPTDLKON-CMJOXMDJSA-N	C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C(F)F)NC1=O	MILVEXIAN
SKZQFKBIJUXXCG-INIZCTEOSA-N	C[C@@H](Cn1c(=O)nc(Nc2ccc(Oc3ccccn3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O	Sivopixant
TVGAHWWPABTBCX-UHFFFAOYSA-N	Cc1nc(-c2cnc(NC(C)C)n(C)c2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1	Vimseltinib
FRBRZGLUFOZRGD-JVPBZIDWSA-N	CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1	GSK046
PXQATVYJKMMHAU-UHFFFAOYSA-N	CS(=O)(=O)c1cc(C2(NC(=O)c3cncc4c3cnn4-c3ccc(F)cc3)CC2)ccn1	BI-639667
YNFDIGJKJPNFFD-SJORKVTESA-N	CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1	BI-99179
PCJVXTDIDUMIRR-QGZVFWFLSA-N	CC[C@H](CC(=O)O)n1c(=O)c2ncccc2n(Cc2cn(C)c3cc(C)cc(C)c23)c1=O	BI-1942
RPHDOVLXDYWDGF-UHFFFAOYSA-N	Cc1ccc2[nH]c(CNCCCOc3ccccc3)cc(=O)c2c1	UCSF924
KVJFJJXCBRSCDY-UHFFFAOYSA-N	Cc1cc(-c2ccccc2)cc(C(=O)NNS(=O)(=O)c2cccc(O)c2)c1F	WM-3835
PGIVGIFOWOVINL-GOSISDBHSA-N	CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)nc1	BAY-678
WZQLVEPIBAOOGF-RMMWZPCPSA-N	CNC(=O)c1cc(C(=O)N[C@@H]2[C@H]3COC[C@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1	GSK973
QZZCUOVXHPAQRQ-UHFFFAOYSA-N	CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O	GSK620
JZTTUZXIQIRVAB-FZEVHQGJSA-N	C[C@H](NC(=O)c1cnc2n1[C@](C)(Cc1ccc(C#N)cc1)C(=O)N2c1cc(Cl)c(F)c(Cl)c1)C(=O)NC1(c2ccccn2)CC1	BI 1950
ZLGNYFOIDAVMHY-MPKOGUQCSA-N	O=C1CCC(N2Cc3c(C#CCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7cc(Cl)ccc76)[C@H]5c5cccc(Cl)c5F)cc4)cccc3C2=O)C(=O)N1	MD-224
QULDDKSCVCJTPV-UHFFFAOYSA-N	COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C	BIIB021
BLVQHYHDYFTPDV-VCABWLAWSA-N	Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1	RGFP966
VLLFGVHGKLDDLW-SFHVURJKSA-N	C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1	ATABECESTAT
UEMQPCYDWCSVCU-UHFFFAOYSA-N	COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C	NI-57
XMBSZPZJLPTFMV-UHFFFAOYSA-N	Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl	DDD85646
WILMROCKORZEMQ-VJVIIGMYSA-N	COC[C@@H](C[C@H]1O[C@@](O)([C@H](O)[C@@H]2C[C@H](OC)[C@@H](O)CC/C=C(C)/C=C/[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC)[C@@H](O)[C@@H]3O)[C@H](C)/C=C(C)/C=C(C)/C=C(\C)C(=O)O2)[C@H](C)[C@@H](O)[C@H]1C)OC1C[C@](C)(O)[C@@H](O[C@H]2C[C@@H](OC)[C@H](O)[C@@H](C)O2)[C@H](C)O1	Apoptolidin
FYICDSWKKFSYOM-UHFFFAOYSA-N	C=CC(=O)Nc1cc(-c2nn(C3CCC(N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1Oc1ccccc1	TX1-85-1
NBDJDKAXIGWAIM-XZOQPEGZSA-N	C=CCn1c(N[C@@H]2C[C@H](c3ccc(OCc4ccccc4)cc3)CN(C)C2)nc2cc[nH]c2c1=O	(R,R)-59
QYDASSGXBXGRBS-CKJXQJPGSA-N	C[C@]1(C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)c2cccc(=O)[nH]2)CO1	KZR-504
YQOLEILXOBUDMU-KRWDZBQOSA-N	Cc1c(N2CCCC2)nc2ccc(Br)cc2c1C(=O)NC[C@H](CCC(=O)O)c1ccccc1Cl	BAY-6672
JNSLBXJNVHYNNW-CXNSMIOJSA-N	Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C[C@@H]1N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc31)c1nnc(C)n1-2	MT1
GACOFEKSDCOVMV-RRYXBOBMSA-N	CC(C)[C@@]12C[C@@H](OC(=O)CO)[C@@](C)(O1)[C@@H]1CC[C@@H](C)[C@H]1[C@@H]2OC(=O)/C=C/c1ccccc1	Englerin-A
SQNZDYHMCMIGGV-TZPPCSJFSA-N	CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)SCCCCCCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21	AT1
RNQODBQYMXYMCT-SJORKVTESA-N	O=C(N1CCS(=O)(=O)CC1)N1C[C@H](c2ccc(OC(F)(F)F)cc2)C[C@H](c2nc(C3CC3)no2)C1	BAY-386
RFZQYGBLRIKROZ-PCLIKHOPSA-N	Cc1cccc(/C=N/Nc2cc(N3CCOCC3)n3nc(-c4ccncc4)cc3n2)c1	APY0201
BPLVDYJDAVYLRQ-UHFFFAOYSA-N	COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1	JNJ-42396302
UJLAWZDWDVHWOW-YPMHNXCESA-N	C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12	Tofacitinib
WNEILUNVMHVMPH-UHFFFAOYSA-N	COc1ccc(Oc2cc(NCCC(F)(F)F)c3ncc(-c4ccc(C(=O)NC5CC5)c(C)c4)n3n2)c(F)c1F	BAY1217389
NMJMRSQTDLRCRQ-UHFFFAOYSA-N	COc1cc(N2CCC(O)CC2)ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1	MPS1-IN-1
AEJOEPSMZCEYJN-HXUWFJFHSA-N	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1	ICI-199441
BFTKDWYIRJGJCA-CYBMUJFWSA-N	C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1	CPI-637
OJKONCJPCULNOW-DYVFJYSZSA-N	Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl	DS-1971a
YDNOHCOYQVZOMC-UHFFFAOYSA-N	Fc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)c2sc(CN3CCN(CC4CC4)CC3)cc2n1	PI-3065
OFWWWKWUCDUISA-UHFFFAOYSA-N	Cc1cc2c(cc1N1C(=O)c3cccc4c(CCCO)ccc(c34)C1=O)n(C)c(=O)n2C	BAY-299
CDQRIIUMNLMHRH-UHFFFAOYSA-N	COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(=O)O)cc4)c3c(=O)[nH]2)c1	T-26c
CHEANNSDVJOIBS-MHZLTWQESA-N	COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)cc2C2=CCCC2(C)C)c1	AM-1638
SFMJNHNUOVADRW-UHFFFAOYSA-N	C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C	BMX-IN-1
AOZPVMOOEJAZGK-UHFFFAOYSA-N	CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Oc4ccc5c(c4)CC(=O)N5)c3)cc2C(F)(F)F)CC1	DDR1-IN-1
UMRRDXVUROEIKJ-JCXBGQGISA-N	CCN(CC)CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)N[C@@H](CO)C(=O)OC	UNC3866
QBGKPEROWUKSBK-QPPIDDCLSA-N	CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1	RG7112
NRSGWEVTVGZDFC-UHFFFAOYSA-N	Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12	BAY-549
HUUSXLKCTQDPGL-UHFFFAOYSA-N	CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1	MCC950
ARBRHWRTXPWZGN-UHFFFAOYSA-N	Cc1cc2c(C(N)=O)c(N)n(-c3c(C)ccc(O)c3C)c2nc1C	RP-6306
PXVFFBGSTYQHRO-REQIQPEASA-N	Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCC(=O)N2CCN(CC[C@H](CSc3ccccc3)Nc3ccc(S(=O)(=O)NC(=O)c4ccc(N5CCN(CC6=C(c7ccc(Cl)cc7)CCC(C)(C)C6)CC5)cc4)cc3S(=O)(=O)C(F)(F)F)CC2)C(C)(C)C)cc1	DT2216
LIMCHOLAKDUZDS-XARBDFOFSA-N	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCOCCCCCOCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C(C)(C)C)cc1	CRBN-6-5-5-VHL
QMGHHBHPDDAGGO-IIWOMYBWSA-N	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCCOCCCOc2ccc(Nc3ncc(Br)c(NCCCN(C)C(=O)C4CCC4)n3)cc2)C(C)(C)C)cc1	TBK1 PROTAC 3i
KPBNHDGDUADAGP-VAWYXSNFSA-N	O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1	DAPORINAD
JFOAJUGFHDCBJJ-UHFFFAOYSA-N	CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC(F)(F)F)nc1-2	NMS-P715
FNYGWXSATBUBER-UHFFFAOYSA-N	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1	AGI-5198
WVAKRQOMAINQPU-UHFFFAOYSA-N	CCC(C)(C)Cc1c[nH]c(CCc2ccc(-c3ccccn3)cc2)n1	AK120413
NAXSRXHZFIBFMI-UHFFFAOYSA-N	O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1	GW3965
RZXMIHOUHYSGJO-UHFFFAOYSA-N	COCCNc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ccnc(N)n1	GNE-2861
ZDBWLRLGUBSLPG-FDHYQTMZSA-N	COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2C(=O)[C@H](c2cc(OC)c(OC)c(OC)c2)C2CCCCC2)c2cccc(OCCN3CCOCC3)c2)cc1OC	SAFit2
KSGZCKSNTAJOJS-DZBMUNJRSA-N	CN(C)[C@H]1C[C@@]23CC[C@@]4(O2)C(=CC[C@]2(C)[C@@H](c5ccc6ccncc6c5)CC[C@@H]42)C=C3[C@@H](O)[C@@H]1O	Cortistatin-A
JLFSBHQQXIAQEC-UHFFFAOYSA-N	O=c1[nH]nc2[nH]c(CN3Cc4ccccc4C3)nc3cccc1c32	E7449
FWLMVFUGMHIOAA-UHFFFAOYSA-N	CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1	Defactinib
XYFPWWZEPKGCCK-GOSISDBHSA-N	C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1	Ibrutinib
LLVZBTWPGQVVLW-SNAWJCMRSA-N	COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1	CP-724714
GJFCSAPFHAXMSF-UXBLZVDNSA-N	Cc1cc(NC(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1	JNK-IN-8
PNYRDVBFYVDJJI-UHFFFAOYSA-N	Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12	LLY-507
VUVUVNZRUGEAHB-CYBMUJFWSA-N	COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12	I-BET151
ALGHKWSXJUQNJJ-UHFFFAOYSA-N	CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1	ADL-5747
QPTCYEYTAWEZNT-UHFFFAOYSA-N	Clc1ccc(CNc2cccc(-c3ncn[nH]3)c2)c(Br)c1	UCSF7447
HNCVDRFFJZJQRW-UHFFFAOYSA-N	O=C(c1ccc2[nH]ccc2c1)N1CCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)CC1	TH1760
KSERXGMCDHOLSS-LJQANCHMSA-N	CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1	ULIXERTINIB
BIAVGWDGIJKWRM-FQEVSTJZSA-N	CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1	Talnetant
WRCGBYNVBFVRTN-UHFFFAOYSA-N	COc1ccc(-c2cc(/N=c3\ccnc(N4CCOCC4)[nH]3)on2)cc1	BO-264
XNULRSOGWPFPBL-REWPJTCUSA-N	N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl	PF-03882845
ADZBMFGQQWPHMJ-RHSMWYFYSA-N	CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1	Sotuletinib
KYOIGHSNTIJBPW-UHFFFAOYSA-N	CCC(C)CNCC(=O)N1CCc2sccc2C1c1cccc(C)n1	RUSKI-201
ILOIOIGZFHGSMS-UHFFFAOYSA-N	O=C(CCCCCCc1ccccc1)c1ncc(-c2ccccn2)o1	OL-135
FROGGFONBYACJB-KRWDZBQOSA-N	CC[C@H](C(=O)Nc1ccccc1N1CCCC1)c1ccccc1	ML252
