id	inchikey	target_id	moa
1113	LBFYQISQYCGDDW-UHFFFAOYSA-N	543	inhibitor
1114	LBFYQISQYCGDDW-UHFFFAOYSA-N	291	inhibitor
1115	WBFSPPPOPIJCLF-UHFFFAOYSA-N	363	covalent inhibitor
1116	XFBJUMZGUOUWSC-UHFFFAOYSA-N	11	covalent inhibitor
1117	JLIJJLLYTGASQX-UHFFFAOYSA-N	11	inhibitor
1118	FUEYCNUHTBZPRF-SVBPBHIXSA-N	116	covalent inhibitor
1119	KDTQFQYXTWVBCC-UHFFFAOYSA-N	333	activator
1120	GSLHDZCTAHKMDW-UHFFFAOYSA-N	304	inhibitor
1121	DXAQGYQVEJTSTD-UHFFFAOYSA-N	78	activator
1122	DXAQGYQVEJTSTD-UHFFFAOYSA-N	333	activator
1123	ODRITQGYYWHQGM-INIZCTEOSA-N	291	inhibitor
1124	ODRITQGYYWHQGM-INIZCTEOSA-N	543	inhibitor
1125	BODASLVEZBWITD-ACCUITESSA-N	542	molecular glue
1126	XBWKVZHZUZNMJE-UHFFFAOYSA-N	643	inhibitor
1127	OYMNPJXKQVTQTR-UHFFFAOYSA-N	166	agonist
1128	BXNMZRPTQFVRFA-QGZVFWFLSA-N	462	antagonist
1129	WCWUXEGQKLTGDX-LLVKDONJSA-N	236	inhibitor
1130	HTCJUBZBSJQWBW-CQSZACIVSA-N	575	agonist
1131	VSOUDUXMPUHJEU-UHFFFAOYSA-N	44	antagonist
1132	RSJAXPUYVJKAAA-JPGJPTAESA-N	288	antagonist
1133	ATALOFNDEOCMKK-OITMNORJSA-N	189	antagonist
1134	ATHZIFFSGSWIAU-UHFFFAOYSA-N	123	antagonist
1135	UXZAJSZFFARTEI-YRPNKDGESA-N	44	agonist
1136	YHGBLECINAKBKX-UHFFFAOYSA-N	256	antagonist
1137	NCWQLHHDGDXIJN-UHFFFAOYSA-N	206	antagonist
1138	OAEWNSKRLBVVBV-QSEAXJEQSA-N	188	antagonist
1139	QLOHOGRMRUDDPM-LBPRGKRZSA-N	428	antagonist
1140	FOBFICSYUINKAA-XMMPIXPASA-N	227	antagonist
1141	PUKBOVABABRILL-YZNIXAGQSA-N	170	antagonist
1142	FJZNNKJZHQFMCK-LRDDRELGSA-N	185	agonist
1143	BZCALJIHZVNMGJ-HSZRJFAPSA-N	19	agonist
1144	KDFQABSFVYLGPM-QFIPXVFZSA-N	223	antagonist
1145	PZGSYNNVPNLHQG-SANMLTNESA-N	215	antagonist
1146	OGJGQVFWEPNYSB-UHFFFAOYSA-N	173	antagonist
1147	AGVNHDNTFYHZNL-QGZVFWFLSA-N	230	antagonist
1148	VXNAMCLMCBLNOL-NFQMXDRXSA-N	19	agonist
1149	HVVLGXULBVAFRZ-UHFFFAOYSA-N	157	antagonist
1150	HLCHESOMJVGDSJ-LOYHVIPDSA-N	224	agonist
1151	VOSAWOSMGPKQEQ-OALUTQOASA-N	44	agonist
1152	DTCZNKWBDTXEBS-UHFFFAOYSA-N	123	activator
1153	PTOIAAWZLUQTIO-GXFFZTMASA-N	280	agonist
1154	PTOIAAWZLUQTIO-GXFFZTMASA-N	289	agonist
1155	TYXSIXOYTBHZFA-UHFFFAOYSA-N	630	agonist
1156	PMEQBGAGFZDWQX-UHFFFAOYSA-N	288	antagonist
1157	ZPCGODCPRDIFRQ-UHFFFAOYSA-N	555	inhibitor
1158	ZPCGODCPRDIFRQ-UHFFFAOYSA-N	629	inhibitor
1159	QXURFIGBRGWPQD-UHFFFAOYSA-N	387	inhibitor
1160	AFJRYPJIKHMNGL-UHFFFAOYSA-N	218	modulator
1161	LPORLBPACXEOET-UHFFFAOYSA-N	20	inhibitor
1162	GQCXHIKRWBIQMD-AKJBCIBTSA-N	101	antagonist, degrader
1163	QAKJEKTXKXAPBP-MGCURZBSSA-N	494	molecular glue
1164	ODOJVROSIRINJT-LJQANCHMSA-N	13	inhibitor
1165	ZUFHZMHKCFCIHV-JRFCFUNGSA-N	213	inhibitor
1166	LTNDTFYBIKTRBQ-UHFFFAOYSA-N	276	covalent inhibitor
1167	LTNDTFYBIKTRBQ-UHFFFAOYSA-N	323	covalent inhibitor
1168	OVUNRYUVDVWTTE-UHFFFAOYSA-N	288	antagonist
1169	HUOLMBXGHHSYHC-QWQFASRJSA-N	389	inhibitor
1170	CEGVLCNHZDUFIJ-NSHDSACASA-N	517	inhibitor
1171	ZVDNXHUSIKGTSF-UHFFFAOYSA-N	606	inhibitor
1172	QJWQAZTYFYCFQU-RMKNXTFCSA-N	260	inhibitor
1173	NORRDWRSNUOCBV-XCIZWWPASA-N	501	degrader (protac)
1174	NORRDWRSNUOCBV-XCIZWWPASA-N	376	degrader (protac)
1175	BFMWIVWPPKENIN-AWEZNQCLSA-N	622	inhibitor
1176	CLCTZVRHDOAUGJ-SYVGMNBRSA-N	134	degrader (protac)
1177	JNTJTCXFIXNXDV-VIFPVBQESA-N	410	molecular glue
1178	DTWUUAFTYSMNQX-GFCCVEGCSA-N	129	inhibitor
1179	FZJKQMONKPFLEO-NZIMVQFPSA-N	348	degrader (protac)
1180	JFHROPTYMMSOLG-UHFFFAOYSA-N	366	inhibitor
1181	BZJPCUQQPJJBTP-FGZHOGPDSA-N	550	agonist
1182	OLAGZWUBPYQCBR-JSKJCRAUSA-N	466	degrader (protac)
1183	KVDLSQZBDWJNSG-VINRIKPSSA-N	397	degrader (protac)
1184	ISQCXAWAHDJCRH-FKDRFZFOSA-N	348	degrader (protac)
1185	JBTHUOYYUUPUOZ-LIHPQFRDSA-N	308	degrader (protac)
1186	JBTHUOYYUUPUOZ-LIHPQFRDSA-N	309	degrader (protac)
1187	PTARASCXNREVCH-UHFFFAOYSA-N	400	degrader (protac)
1188	PTARASCXNREVCH-UHFFFAOYSA-N	632	degrader (protac)
1189	AJQAXIIJKPCAOP-XVNGORCSSA-N	201	degrader (protac)
1190	AJQAXIIJKPCAOP-XVNGORCSSA-N	532	degrader (protac)
1191	PLCITURFVJNAFH-GUQHISFFSA-N	452	inhibitor
1192	PLCITURFVJNAFH-GUQHISFFSA-N	17	inhibitor
1193	NIQFZCJNEODJTE-CSIWTOAPSA-N	492	degrader (protac)
1194	DYDFSGCLYIZSAQ-UHFFFAOYSA-N	517	inhibitor
1195	ANAOJSKQILNLRY-MWTRTKDXSA-N	531	negative allosteric modulator
1196	FIFRHLLUVCAOIK-SJCJKPOMSA-N	248	inhibitor
1197	MMHYOHYLSFWJJB-ZDUSSCGKSA-N	43	antagonist
1198	YPXUKPNZQTWCRR-UHFFFAOYSA-N	381	modulator
1199	DJOZFERTDDZPJO-UHFFFAOYSA-N	87	degrader (protac)
1200	YOOKRVNCYQFKCT-UHFFFAOYSA-N	321	covalent inhibitor
1201	RGHSVQHKNJAFGR-QFIPXVFZSA-N	331	inhibitor
1202	XHMSDQXEIBTTBE-QFIPXVFZSA-N	613	inhibitor
1203	XHMSDQXEIBTTBE-QFIPXVFZSA-N	628	inhibitor
1204	XHMSDQXEIBTTBE-QFIPXVFZSA-N	616	inhibitor
1205	XHMSDQXEIBTTBE-QFIPXVFZSA-N	617	inhibitor
1206	FFUVDKANSJZSAK-JDXGNMNLSA-N	47	molecular glue
1207	XRAUKWUDYSUHJM-LLVKDONJSA-N	406	covalent inhibitor
1208	IYFKRANQUJUTKF-UHFFFAOYSA-N	247	degrader (protac)
1209	LDFDXTNMCGLUMQ-YGKODULZSA-N	150	inhibitor
1210	RIEBAXQZOMUWKX-UHFFFAOYSA-N	569	agonist
1211	LPDOIXPRZOWBJV-HOCLYGCPSA-N	301	inhibitor
1212	HGQYUHFFAIXWDI-GOSISDBHSA-N	7	inhibitor
1213	APEYSKGQWJKJAZ-LCLGPXMOSA-N	90	degrader (protac)
1214	APEYSKGQWJKJAZ-LCLGPXMOSA-N	112	degrader (protac)
1215	FHFUBRLTXZVOQX-UHFFFAOYSA-N	545	degrader (protac)
1216	CLUWNSLFLMBFKA-RMCUFUCFSA-N	514	degrader (protac)
1217	CLUWNSLFLMBFKA-RMCUFUCFSA-N	565	degrader (protac)
1218	PWYJKWQDDHJXMJ-YKCITUTQSA-N	283	degrader (protac)
1219	PWYJKWQDDHJXMJ-YKCITUTQSA-N	293	degrader (protac)
1220	GPZKXLCJTKULAU-UHFFFAOYSA-N	549	degrader (protac)
1221	BXCPYBFBMAWDDY-UHFFFAOYSA-N	184	degrader (protac)
1222	SVKZUEZCCKLNIM-UHFFFAOYSA-N	562	degrader (protac)
1223	LFCNOSRNWFMQLB-UHFFFAOYSA-N	304	degrader (protac)
1224	HKSBXNVKPFTBIG-WUEKOBJSSA-N	445	degrader (protac)
1225	LPKVYTQGJNTZKY-UHFFFAOYSA-N	395	degrader (protac)
1226	DQRZNYPHOWVXPQ-YDUPODKQSA-N	99	degrader (protac)
1227	REPLCRNGGWSKTN-JYQLQLLISA-N	507	degrader (protac)
1228	ZOSWUNAJRAEGEW-YTIGDUPRSA-N	545	degrader (protac)
1229	CSTHTJLTORVUST-UHFFFAOYSA-N	89	degrader (protac)
1230	ZGSWGXNEXAXEGV-XFCHVEHOSA-N	360	degrader (protac)
1231	PPNNFXIBKLCMTI-WXEAQWFJSA-N	63	degrader (protac)
1232	PPNNFXIBKLCMTI-WXEAQWFJSA-N	430	degrader (protac)
1233	PPNNFXIBKLCMTI-WXEAQWFJSA-N	414	degrader (protac)
1234	DLQNQQYGRWMPES-LFHXKVDGSA-N	584	degrader (protac)
1235	IPNTVOAQOGRLQB-JJMBTQCASA-N	55	degrader (protac)
1236	IVARZBJJMMUJHI-SQKKEFIPSA-N	308	degrader (protac)
1237	IVARZBJJMMUJHI-SQKKEFIPSA-N	309	degrader (protac)
1238	IVARZBJJMMUJHI-SQKKEFIPSA-N	467	degrader (protac)
1239	OGAOHACYLUBWJQ-UHFFFAOYSA-N	618	degrader (protac)
1240	QGJQNPNZAYRDMS-OESUUHGFSA-N	387	degrader (protac)
1241	USEHXUPBCSTAIO-RAUDMRIHSA-N	303	degrader (protac)
1242	BOMRVPKXCINUMI-ZEGZQYLTSA-N	259	degrader (protac)
1243	DOVSNSDMRJVTMR-JOCHJYFZSA-N	126	inhibitor
1244	WFVKDTWKNVLGGS-UHFFFAOYSA-N	374	degrader (protac)
1245	JTTGVFCANBFLCE-CJLVFECKSA-N	273	degrader (protac)
1246	AYMGZLUKTNXEMY-UHFFFAOYSA-N	618	degrader (protac)
1247	ROINLDWZNWCWJK-ZYIHSGTPSA-N	23	degrader (protac)
1248	ZJJZBBBSQKVNHL-BYBNZYMESA-N	363	degrader (protac)
1249	BOXPLNRWIHHHBO-CHCOZFFLSA-N	387	degrader (protac)
1250	INXGMIWEZJNJOA-NVZKIFIHSA-N	31	degrader (protac)
1251	RTNONCBKGZNCJS-LJLQSONVSA-N	134	degrader (protac)
1252	DUPAJELXESPTNF-PPZGWQTASA-N	134	degrader (protac)
1253	SWVYYNLRVIYURK-AREMUKBSSA-N	358	inhibitor
1254	AAZUPSFRSHFTGV-INIZCTEOSA-N	201	inhibitor
1255	AAZUPSFRSHFTGV-INIZCTEOSA-N	424	inhibitor
1256	AAZUPSFRSHFTGV-INIZCTEOSA-N	532	inhibitor
1257	AAZUPSFRSHFTGV-INIZCTEOSA-N	423	inhibitor
1258	LLCVDQHLYHBAHR-UHFFFAOYSA-N	201	inhibitor
1259	JALIPZPFONOAJA-ZKGBLMBJSA-N	255	degrader (protac)
1260	XJTIGGCBXFIZJV-UHFFFAOYSA-N	488	inhibitor
1261	UCGWYCMPZXDHNR-UHFFFAOYSA-N	514	inhibitor
1262	ZORLJXWXFABTPZ-CTNGQTDRSA-N	192	inhibitor
1263	ZORLJXWXFABTPZ-CTNGQTDRSA-N	416	inhibitor
1264	ZORLJXWXFABTPZ-CTNGQTDRSA-N	55	inhibitor
1265	ZORLJXWXFABTPZ-CTNGQTDRSA-N	441	inhibitor
1266	ZZWWXIBKLBMSCS-FQEVSTJZSA-N	382	inhibitor
1267	ZZWWXIBKLBMSCS-FQEVSTJZSA-N	12	inhibitor
1268	UVVQLQQNGHYTOL-JIVXZRRKSA-N	360	degrader (protac)
1269	FQWDVNSBYDXPIO-CQSZACIVSA-N	329	inhibitor
1270	BASFYRLYJAZPPL-UONOGXRCSA-N	49	inhibitor
1271	UJDFQDPAVQIQLB-UHFFFAOYSA-N	322	degrader (protac)
1272	FHRKRGDHMCCDEO-LLVKDONJSA-N	309	inhibitor
1273	FHRKRGDHMCCDEO-LLVKDONJSA-N	308	inhibitor
1274	FHRKRGDHMCCDEO-LLVKDONJSA-N	467	inhibitor
1275	QNZYMVMEVWRUCW-UHFFFAOYSA-N	478	inhibitor
1276	QRYISIPABXJVOQ-AWEZNQCLSA-N	355	inhibitor
1277	UEUNDURNLYLSNB-HOTGVXAUSA-N	499	antagonist
1278	AXNQNPVSVCEGTP-LALXJTNGSA-N	644	degrader (protac)
1279	KDOQEEMQPHIANX-NFBKMPQASA-N	146	corrector
1280	PFEKWBKJUBCXDT-KGLIPLIRSA-N	6	inhibitor
1281	MUYQEHKMQMHJNI-ZDUSSCGKSA-N	137	inhibitor
1282	ALNBIGSEWMWEGS-UHFFFAOYSA-N	23	degrader (protac)
1283	CQFHGOWYJXQICA-FKDNKQOESA-N	348	degrader (protac)
1284	AYGDOYFDJDUPSS-UHFFFAOYSA-N	314	inhibitor
1285	QKVFMAAIXZONRN-UHFFFAOYSA-N	127	inhibitor
1286	CEIIEALEIHQDBX-UHFFFAOYSA-N	238	modulator
1287	MVPFPBIHUUHXGU-FSSWDIPSSA-N	181	inhibitor and degrader
1288	MVPFPBIHUUHXGU-FSSWDIPSSA-N	399	inhibitor and degrader
1289	DVGLTSTVSHOWJF-UHFFFAOYSA-N	461	inhibitor
1290	VUOYAALVGSMUHC-UHFFFAOYSA-N	474	inhibitor
1291	FVICRBSEYSHKFY-JYQNNKODSA-N	99	inhibitor
1292	FVICRBSEYSHKFY-JYQNNKODSA-N	97	inhibitor
1293	FVICRBSEYSHKFY-JYQNNKODSA-N	98	inhibitor
1294	SDGJBAUIGHSMRI-UHFFFAOYSA-N	48	inhibitor
1295	SDGJBAUIGHSMRI-UHFFFAOYSA-N	553	inhibitor
1296	BCFGMOOMADDAQU-UHFFFAOYSA-N	93	inhibitor
1297	BCFGMOOMADDAQU-UHFFFAOYSA-N	105	inhibitor
1298	LPGBXHWIQNZEJB-UHFFFAOYSA-N	444	agonist
1299	FMSIRMKLDQFQKI-UHFFFAOYSA-N	277	inhibitor
1300	VDLHPYFVCAHCCZ-UHFFFAOYSA-N	631	inhibitor
1301	YXYBHRORJSDZTQ-UHFFFAOYSA-N	48	inhibitor
1302	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	352	inhibitor
1303	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	237	inhibitor
1304	BUJWDBSVEVFQDP-UHFFFAOYSA-N	271	agonist
1305	ZABZNDRRLTXBHH-UHFFFAOYSA-N	175	inhibitor
1306	LIOLIMKSCNQPLV-UHFFFAOYSA-N	127	inhibitor
1307	VRQXRVAKPDCRCI-ZNMIVQPWSA-N	140	inhibitor
1308	VRQXRVAKPDCRCI-ZNMIVQPWSA-N	590	inhibitor
1309	VRQXRVAKPDCRCI-ZNMIVQPWSA-N	468	inhibitor
1310	HPJVZSVEIGCFJP-SFHVURJKSA-N	446	inhibitor
1311	HPJVZSVEIGCFJP-SFHVURJKSA-N	451	inhibitor
1312	NYNZQNWKBKUAII-KBXCAEBGSA-N	106	inhibitor
1313	NYNZQNWKBKUAII-KBXCAEBGSA-N	434	inhibitor
1314	NYNZQNWKBKUAII-KBXCAEBGSA-N	431	inhibitor
1315	IBGLGMOPHJQDJB-IHRRRGAJSA-N	275	inhibitor
1316	IBGLGMOPHJQDJB-IHRRRGAJSA-N	276	inhibitor
1317	IBGLGMOPHJQDJB-IHRRRGAJSA-N	323	inhibitor
1318	RHGZXPKHVAHQJO-BIIHCSGHSA-N	396	inhibitor
1319	MWKYMZXCGYXLPL-ZDUSSCGKSA-N	5	inhibitor
1320	HKTBYUWLRDZAJK-UHFFFAOYSA-N	540	inhibitor
1321	HKTBYUWLRDZAJK-UHFFFAOYSA-N	568	inhibitor
1322	LXDPQXXUVGVIND-UHFFFAOYSA-N	339	inhibitor
1323	LXDPQXXUVGVIND-UHFFFAOYSA-N	160	inhibitor
1324	PRWSIEBRGXYXAJ-UHFFFAOYSA-N	588	inhibitor
1325	VPJXPDLMACOGIZ-UHFFFAOYSA-N	291	inhibitor
1326	VPJXPDLMACOGIZ-UHFFFAOYSA-N	543	inhibitor
1327	BWINBHTTZLVXGT-NVXWUHKLSA-N	209	inhibitor
1328	XISVSTPEXYIKJL-UHFFFAOYSA-N	342	inhibitor
1329	PVKIFNZMYGMWPD-UHFFFAOYSA-N	635	inhibitor
1330	HXNUFFCHRIWTRZ-UHFFFAOYSA-N	432	inhibitor
1331	HXNUFFCHRIWTRZ-UHFFFAOYSA-N	427	inhibitor
1332	QVOGVAVHOLLLAZ-UHFFFAOYSA-N	45	inhibitor
1333	OYKPWSZSBLRRPL-HOYKHHGWSA-N	272	inhibitor
