target_id	source_db	property	ordinal	value
484	Chemical Probes Portal	subClass	1	Other
485	Chemical Probes Portal	class	0	Enzyme
485	Chemical Probes Portal	subClass	0	Synthase
486	Chemical Probes Portal	class	0	Kinase
486	Chemical Probes Portal	subClass	0	Other kinase
487	Chemical Probes Portal	class	0	Enzyme
487	Chemical Probes Portal	subClass	0	Lipase
488	Chemical Probes Portal	class	0	Kinase
488	Chemical Probes Portal	subClass	0	PI3/PI4 Kinase
488	Chemical Probes Portal	subClass	1	PI3/PI4-kinase family
488	Chemical Probes Portal	subClass	2	PI3/PI4
489	Chemical Probes Portal	class	0	Ion Channel
490	Chemical Probes Portal	class	0	Other post-translational modification
490	Chemical Probes Portal	subClass	0	Deubiquitinase
491	Chemical Probes Portal	class	0	Enzyme
491	Chemical Probes Portal	class	1	Other post-translational modification
491	Chemical Probes Portal	subClass	0	Ubiquitin-conjugating enzyme
492	Chemical Probes Portal	class	0	Kinase
492	Chemical Probes Portal	subClass	0	Phosphatidylinositol Kinase
492	Chemical Probes Portal	subClass	1	Lipid kinase
492	Chemical Probes Portal	subClass	2	Lipid Kinase
493	Chemical Probes Portal	class	0	Enzyme
493	Chemical Probes Portal	subClass	0	Carboxylase
494	Chemical Probes Portal	class	0	Kinase
494	Chemical Probes Portal	subClass	0	Ser/Thr Kinase
495	Chemical Probes Portal	class	0	Kinase
495	Chemical Probes Portal	subClass	0	Pantothenate kinase
496	Chemical Probes Portal	class	0	Epigenetic
496	Chemical Probes Portal	subClass	0	Protein methyltransferase
497	Chemical Probes Portal	class	0	Epigenetic
497	Chemical Probes Portal	subClass	0	Protein methyltransferase
498	Chemical Probes Portal	class	0	Epigenetic
498	Chemical Probes Portal	subClass	0	MYST family
499	Chemical Probes Portal	class	0	GPCR
500	Chemical Probes Portal	class	0	Epigenetic
500	Chemical Probes Portal	subClass	0	HDAC
501	Chemical Probes Portal	class	0	Epigenetic
501	Chemical Probes Portal	subClass	0	Bromodomain
501	Chemical Probes Portal	subClass	1	Histone acetyltransferase
502	Chemical Probes Portal	class	0	Epigenetic
502	Chemical Probes Portal	class	1	Other
502	Chemical Probes Portal	subClass	0	MYST family
502	Chemical Probes Portal	subClass	1	Lysine Acetyltransferase
503	Chemical Probes Portal	class	0	Epigenetic
503	Chemical Probes Portal	subClass	0	Protein methyltransferase
504	Chemical Probes Portal	class	0	Epigenetic
504	Chemical Probes Portal	subClass	0	Bromodomain
505	Chemical Probes Portal	class	0	Epigenetic
505	Chemical Probes Portal	subClass	0	Bromodomain
506	Chemical Probes Portal	class	0	Kinase
506	Chemical Probes Portal	subClass	0	STE
507	Chemical Probes Portal	class	0	Enzyme
507	Chemical Probes Portal	subClass	0	Peptidase
508	Chemical Probes Portal	class	0	GPCR
508	Chemical Probes Portal	subClass	0	KISS 1 Receptor
509	Chemical Probes Portal	class	0	Enzyme
509	Chemical Probes Portal	class	1	Epigenetic
509	Chemical Probes Portal	subClass	0	Deacetylase
509	Chemical Probes Portal	subClass	1	Histone Deacetylase
509	Chemical Probes Portal	subClass	2	HDAC
510	Chemical Probes Portal	class	0	Kinase
510	Chemical Probes Portal	subClass	0	AGC
511	Chemical Probes Portal	class	0	Kinase
511	Chemical Probes Portal	subClass	0	cell cycle-regulated kinase
511	Chemical Probes Portal	subClass	1	Ser/Thr kinase
511	Chemical Probes Portal	subClass	2	Ser/Thr Kinase
512	Chemical Probes Portal	class	0	Kinase
512	Chemical Probes Portal	subClass	0	AGC
513	Chemical Probes Portal	class	0	Epigenetic
513	Chemical Probes Portal	subClass	0	Malignant brain tumor Reader
514	Chemical Probes Portal	class	0	Epigenetic
514	Chemical Probes Portal	subClass	0	Protein methyltransferase
514	Chemical Probes Portal	subClass	1	Methyltransferase
515	Chemical Probes Portal	class	0	Epigenetic
515	Chemical Probes Portal	subClass	0	Protein methyltransferase
515	Chemical Probes Portal	subClass	1	Methyltransferase
516	Chemical Probes Portal	class	0	GPCR
516	Chemical Probes Portal	subClass	0	Mast cell-specific receptor
517	Chemical Probes Portal	class	0	Other
517	Chemical Probes Portal	class	1	Inflammasome
517	Chemical Probes Portal	class	2	NLRP family
517	Chemical Probes Portal	subClass	0	NACHT, LRR and PYD domains-containing Protein
518	Chemical Probes Portal	class	0	Enzyme
518	Chemical Probes Portal	subClass	0	Acyltransferase
519	Chemical Probes Portal	class	0	Enzyme
519	Chemical Probes Portal	subClass	0	Adenylyl Cyclase
519	Chemical Probes Portal	subClass	1	Cyclase
520	Chemical Probes Portal	class	0	Kinase
520	Chemical Probes Portal	subClass	0	PI3/PI4
521	Chemical Probes Portal	class	0	Kinase
521	Chemical Probes Portal	subClass	0	CMGC
522	Chemical Probes Portal	class	0	Transcription factor
522	Chemical Probes Portal	subClass	0	Nuclear Receptor
523	Chemical Probes Portal	class	0	Kinase
523	Chemical Probes Portal	subClass	0	Other STK
523	Chemical Probes Portal	subClass	1	Other
524	Chemical Probes Portal	class	0	Kinase
524	Chemical Probes Portal	subClass	0	CMGC
525	Chemical Probes Portal	class	0	Other post-translational modification
525	Chemical Probes Portal	class	1	post-translational modification
525	Chemical Probes Portal	class	2	Post-translational
525	Chemical Probes Portal	subClass	0	E3 Ligase
526	Chemical Probes Portal	class	0	Cytohesin
527	Chemical Probes Portal	class	0	GPCR
528	Chemical Probes Portal	class	0	Enzyme
528	Chemical Probes Portal	subClass	0	Endopeptidase
529	Chemical Probes Portal	class	0	Kinase
529	Chemical Probes Portal	subClass	0	STE
530	Chemical Probes Portal	class	0	Ion Channel
530	Chemical Probes Portal	subClass	0	ATP Receptor
531	Chemical Probes Portal	class	0	Ion Channel
531	Chemical Probes Portal	subClass	0	P2X Family
532	Chemical Probes Portal	class	0	Epigenetic
532	Chemical Probes Portal	subClass	0	Transcription factor
532	Chemical Probes Portal	subClass	1	Transcription Factor
533	Chemical Probes Portal	class	0	Kinase
533	Chemical Probes Portal	subClass	0	Ser/Thr kinase
534	Chemical Probes Portal	class	0	Other
534	Chemical Probes Portal	subClass	0	TCA cycle
535	Chemical Probes Portal	class	0	Enzyme
535	Chemical Probes Portal	subClass	0	Lipase
536	Chemical Probes Portal	class	0	Transcription factor
536	Chemical Probes Portal	subClass	0	Hypoxia-Inducible Factor
537	Chemical Probes Portal	class	0	Epigenetic
537	Chemical Probes Portal	subClass	0	Chromatin Regulator
538	Chemical Probes Portal	class	0	Epigenetic
538	Chemical Probes Portal	subClass	0	Protein methyltransferase
539	Chemical Probes Portal	class	0	Epigenetic
539	Chemical Probes Portal	subClass	0	Chromatin Regulator
540	Chemical Probes Portal	class	0	Kinase
540	Chemical Probes Portal	subClass	0	CAMK
541	Chemical Probes Portal	class	0	Enzyme
541	Chemical Probes Portal	subClass	0	Lipase
542	Chemical Probes Portal	class	0	Kinase
542	Chemical Probes Portal	subClass	0	RIO Type
542	Chemical Probes Portal	subClass	1	RIO type
543	Chemical Probes Portal	class	0	Kinase
543	Chemical Probes Portal	subClass	0	CMGC
544	Chemical Probes Portal	class	0	Epigenetic
544	Chemical Probes Portal	subClass	0	Bromodomain
545	Chemical Probes Portal	class	0	Epigenetic
545	Chemical Probes Portal	subClass	0	HDAC
545	Chemical Probes Portal	subClass	1	Histone deacetylase
546	Chemical Probes Portal	class	0	Epigenetic
546	Chemical Probes Portal	subClass	0	Histone Methyltransferase
547	Chemical Probes Portal	class	0	Kinase
547	Chemical Probes Portal	subClass	0	Pantothenate kinase
548	Chemical Probes Portal	class	0	Epigenetic
548	Chemical Probes Portal	subClass	0	Methyltransferase
549	Chemical Probes Portal	class	0	Epigenetic
549	Chemical Probes Portal	class	1	Enzyme
549	Chemical Probes Portal	subClass	0	RNA demethylase
549	Chemical Probes Portal	subClass	1	FTO family
550	Chemical Probes Portal	class	0	GPCR
550	Chemical Probes Portal	subClass	0	Striatum specific receptor
551	Chemical Probes Portal	class	0	Enzyme
551	Chemical Probes Portal	subClass	0	Hydrolase
552	Chemical Probes Portal	class	0	Transporter
552	Chemical Probes Portal	subClass	0	Solute carrier
553	Chemical Probes Portal	class	0	Kinase
553	Chemical Probes Portal	subClass	0	CAMK
554	Chemical Probes Portal	class	0	Epigenetic
554	Chemical Probes Portal	subClass	0	Bromodomain
555	Chemical Probes Portal	class	0	Kinase
555	Chemical Probes Portal	subClass	0	CAMK
556	Chemical Probes Portal	class	0	Other post-translational modification
556	Chemical Probes Portal	subClass	0	PARP
557	Chemical Probes Portal	class	0	GPCR
557	Chemical Probes Portal	subClass	0	Histamine Receptor
558	Chemical Probes Portal	class	0	Epigenetic
558	Chemical Probes Portal	subClass	0	Protein Demethylase
558	Chemical Probes Portal	subClass	1	Histone demethylase
559	Chemical Probes Portal	class	0	Kinase
559	Chemical Probes Portal	subClass	0	Other
560	Chemical Probes Portal	class	0	Enzyme
560	Chemical Probes Portal	subClass	0	Pyrophosphatase
561	Chemical Probes Portal	class	0	Epigenetic
561	Chemical Probes Portal	subClass	0	Methyltransferase
562	Chemical Probes Portal	class	0	Epigenetic
562	Chemical Probes Portal	subClass	0	Bromodomain
563	Chemical Probes Portal	class	0	Enzyme
563	Chemical Probes Portal	subClass	0	Dehydrogenase
564	Chemical Probes Portal	class	0	Kinase
564	Chemical Probes Portal	subClass	0	Pantothenate kinase
565	Chemical Probes Portal	class	0	Epigenetic
565	Chemical Probes Portal	subClass	0	Protein methyltransferase
565	Chemical Probes Portal	subClass	1	Methyltransferase
566	Chemical Probes Portal	class	0	Kinase
566	Chemical Probes Portal	subClass	0	CMGC
567	Chemical Probes Portal	class	0	Ion Channel
567	Chemical Probes Portal	subClass	0	Ca transporter
568	Chemical Probes Portal	class	0	Kinase
568	Chemical Probes Portal	subClass	0	CAMK
569	Chemical Probes Portal	class	0	GPCR
569	Chemical Probes Portal	subClass	0	BLT family
570	Chemical Probes Portal	class	0	Epigenetic
570	Chemical Probes Portal	subClass	0	Bromodomain
571	Chemical Probes Portal	class	0	Protein kinase
571	Chemical Probes Portal	class	1	Kinase
571	Chemical Probes Portal	subClass	0	STE
572	Chemical Probes Portal	class	0	Epigenetic
572	Chemical Probes Portal	subClass	0	Histone methyltransferase
573	Chemical Probes Portal	class	0	Epigenetic
573	Chemical Probes Portal	subClass	0	Protein methyltransferase
574	Chemical Probes Portal	class	0	Epigenetic
574	Chemical Probes Portal	subClass	0	HMT
575	Chemical Probes Portal	class	0	Toll-Like Receptor
575	Chemical Probes Portal	class	1	GPCR
575	Chemical Probes Portal	subClass	0	Toll-like receptor
576	Chemical Probes Portal	class	0	Epigenetic
576	Chemical Probes Portal	subClass	0	Protein methyltransferase
576	Chemical Probes Portal	subClass	1	Methyltransferase
577	Chemical Probes Portal	class	0	Kinase
577	Chemical Probes Portal	subClass	0	AGC
578	Chemical Probes Portal	class	0	GPCR
578	Chemical Probes Portal	subClass	0	Cysteinyl leukotriene receptor
579	Chemical Probes Portal	class	0	GPCR
579	Chemical Probes Portal	subClass	0	Rexaxin receptor
580	Chemical Probes Portal	class	0	Kinase
580	Chemical Probes Portal	subClass	0	Ser/Thr kinase
581	Chemical Probes Portal	class	0	Epigenetic
581	Chemical Probes Portal	subClass	0	Nudix Hydrolase
582	Chemical Probes Portal	class	0	Epigenetic
582	Chemical Probes Portal	subClass	0	Methyltransferase
582	Chemical Probes Portal	subClass	1	Protein methyltransferase
583	Chemical Probes Portal	class	0	Enzyme
583	Chemical Probes Portal	subClass	0	Oxidase
584	Chemical Probes Portal	class	0	Kinase
584	Chemical Probes Portal	subClass	0	TKL
585	Chemical Probes Portal	class	0	Toll-Like Receptor
586	Chemical Probes Portal	class	0	Kinase
586	Chemical Probes Portal	subClass	0	CMGC
587	Chemical Probes Portal	class	0	Kinase
587	Chemical Probes Portal	subClass	0	Other
588	Chemical Probes Portal	class	0	Kinase
588	Chemical Probes Portal	subClass	0	Other
588	Chemical Probes Portal	subClass	1	Ser/Thr Kinase
589	Chemical Probes Portal	class	0	Receptor ligand
589	Chemical Probes Portal	class	1	Programmed Cell Deatch
589	Chemical Probes Portal	subClass	0	Cell death receptor ligand
590	Chemical Probes Portal	class	0	Kinase
590	Chemical Probes Portal	subClass	0	CAMK
591	Chemical Probes Portal	class	0	Protein kinase
591	Chemical Probes Portal	class	1	Kinase
591	Chemical Probes Portal	subClass	0	STE
592	Chemical Probes Portal	class	0	Kinase
592	Chemical Probes Portal	subClass	0	STE
593	Chemical Probes Portal	class	0	Enzyme
593	Chemical Probes Portal	subClass	0	SUMOylation Enzyme
594	Chemical Probes Portal	class	0	Ion Channel
594	Chemical Probes Portal	subClass	0	Transient receptor potential channels
595	Chemical Probes Portal	class	0	Epigenetic
595	Chemical Probes Portal	subClass	0	HDAC
596	Chemical Probes Portal	class	0	Enzyme
596	Chemical Probes Portal	subClass	0	ATPase
597	Chemical Probes Portal	class	0	Enzyme
597	Chemical Probes Portal	subClass	0	SUMOylation Enzyme
598	Chemical Probes Portal	class	0	Enzyme
598	Chemical Probes Portal	subClass	0	Peptidase
599	Chemical Probes Portal	class	0	Kinase
599	Chemical Probes Portal	subClass	0	CAMK
600	Chemical Probes Portal	class	0	Other post-translational modification
600	Chemical Probes Portal	subClass	0	PARP
601	Chemical Probes Portal	class	0	Protein kinase
601	Chemical Probes Portal	class	1	Kinase
601	Chemical Probes Portal	subClass	0	Ser/Thr Protein Kinase
601	Chemical Probes Portal	subClass	1	Ser/Thr kinase
602	Chemical Probes Portal	class	0	Epigenetic
602	Chemical Probes Portal	subClass	0	Bromodomain
603	Chemical Probes Portal	class	0	Epigenetic
603	Chemical Probes Portal	subClass	0	Bromodomain
604	Chemical Probes Portal	class	0	Kinase
604	Chemical Probes Portal	subClass	0	AGC
605	Chemical Probes Portal	class	0	Enzyme
605	Chemical Probes Portal	subClass	0	USP subfamily
606	Chemical Probes Portal	class	0	Kinase
606	Chemical Probes Portal	subClass	0	STE
607	Chemical Probes Portal	class	0	Epigenetic
607	Chemical Probes Portal	subClass	0	Nudix Hydrolase
607	Chemical Probes Portal	subClass	1	Nudix hydrolase
607	Chemical Probes Portal	subClass	2	Nudix
608	Chemical Probes Portal	class	0	Enzyme
608	Chemical Probes Portal	subClass	0	Disintegrin
609	Chemical Probes Portal	class	0	Transcription factor
609	Chemical Probes Portal	subClass	0	Zinc Finger
610	Chemical Probes Portal	class	0	Transcription factor
610	Chemical Probes Portal	subClass	0	Zinc Finger
611	Chemical Probes Portal	class	0	Kinase
611	Chemical Probes Portal	subClass	0	STE
612	Chemical Probes Portal	class	0	Ion Channel
612	Chemical Probes Portal	subClass	0	Transient receptor potential channels
613	Chemical Probes Portal	class	0	Enzyme
613	Chemical Probes Portal	subClass	0	Deiminase
614	Chemical Probes Portal	class	0	Epigenetic
614	Chemical Probes Portal	subClass	0	Bromodomain
615	Chemical Probes Portal	class	0	Epigenetic
615	Chemical Probes Portal	subClass	0	Bromodomain
616	Chemical Probes Portal	class	0	Enzyme
616	Chemical Probes Portal	subClass	0	Deiminase
617	Chemical Probes Portal	class	0	Epigenetic
617	Chemical Probes Portal	class	1	Enzyme
617	Chemical Probes Portal	subClass	0	Arginine deaminase
617	Chemical Probes Portal	subClass	1	Deiminase
618	Chemical Probes Portal	class	0	Kinase
618	Chemical Probes Portal	subClass	0	RTK
618	Chemical Probes Portal	subClass	1	TK
619	Chemical Probes Portal	class	0	Transporter
619	Chemical Probes Portal	subClass	0	ABCG family
620	Chemical Probes Portal	class	0	GPCR
621	Chemical Probes Portal	class	0	Kinase
621	Chemical Probes Portal	subClass	0	CMGC
622	Chemical Probes Portal	class	0	Enzyme
622	Chemical Probes Portal	subClass	0	Endonuclease
623	Chemical Probes Portal	class	0	Kinase
623	Chemical Probes Portal	subClass	0	CMGC
624	Chemical Probes Portal	class	0	Kinase
624	Chemical Probes Portal	subClass	0	Ser/Thr kinase
624	Chemical Probes Portal	subClass	1	Ser/Thr Kinase
624	Chemical Probes Portal	subClass	2	cell cycle-regulated kinase
625	Chemical Probes Portal	class	0	Epigenetic
625	Chemical Probes Portal	class	1	Enzyme
625	Chemical Probes Portal	subClass	0	Phosphodiesterase
626	Chemical Probes Portal	class	0	Kinase
626	Chemical Probes Portal	subClass	0	AGC
627	Chemical Probes Portal	class	0	Kinase
627	Chemical Probes Portal	subClass	0	Serine Kinase
627	Chemical Probes Portal	subClass	1	Serine kinase
628	Chemical Probes Portal	class	0	Enzyme
628	Chemical Probes Portal	subClass	0	Deiminase
629	Chemical Probes Portal	class	0	Kinase
629	Chemical Probes Portal	subClass	0	CAMK
630	Chemical Probes Portal	class	0	GPCR
630	Chemical Probes Portal	subClass	0	A orphan G protein-coupled receptor
631	Chemical Probes Portal	class	0	Transporter
631	Chemical Probes Portal	subClass	0	SLC family
632	Chemical Probes Portal	class	0	Protein kinase
632	Chemical Probes Portal	class	1	Kinase
632	Chemical Probes Portal	subClass	0	CMGC
633	Chemical Probes Portal	class	0	Structural protein
634	Chemical Probes Portal	class	0	Enzyme
634	Chemical Probes Portal	subClass	0	Serine hydrolase
635	Chemical Probes Portal	class	0	Kinase
635	Chemical Probes Portal	subClass	0	TKL
636	Chemical Probes Portal	class	0	Epigenetic
637	Chemical Probes Portal	class	0	GPCR
637	Chemical Probes Portal	subClass	0	Prostaglandin D2 receptor
638	Chemical Probes Portal	class	0	Ion Channel
638	Chemical Probes Portal	subClass	0	Sodium channel
639	Chemical Probes Portal	class	0	Enzyme
639	Chemical Probes Portal	subClass	0	Protease
639	Chemical Probes Portal	subClass	1	Peptidase
640	Chemical Probes Portal	class	0	Kinase
640	Chemical Probes Portal	subClass	0	TKL
641	Chemical Probes Portal	class	0	Transcription factor
641	Chemical Probes Portal	class	1	Epigenetic
641	Chemical Probes Portal	subClass	0	Chromatin regulator
641	Chemical Probes Portal	subClass	1	Chromatin Regulator
642	Chemical Probes Portal	class	0	Motor Spindle Protein
643	Chemical Probes Portal	class	0	Kinase
643	Chemical Probes Portal	subClass	0	STE
644	Chemical Probes Portal	class	0	Nuclear receptor
644	Chemical Probes Portal	subClass	0	SRC family
