inchikey	name	smiles	chembl_id	cansar_id	portal_path	published_date	pains	toxicophore	rating_in_cell	rating_in_organism	rating_count	reference	source_db
MLDQJTXFUGDVEO-UHFFFAOYSA-N	Sorafenib	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	CHEMBL1336	429624	unsuitables/sorafenib	2017-02-01	No	No	0	0	0		Chemical Probes Portal
UYJZZVDLGDDTCL-UHFFFAOYSA-N	PJ34	CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1		1321633	unsuitables/pj34	2017-01-31	No	No	0	0	0		Chemical Probes Portal
WVMANZPBOBRWCB-UHFFFAOYSA-N	Aloisine	CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12		1264460	unsuitables/aloisine	2017-02-01	No	No	0	0	0		Chemical Probes Portal
QYPJBTMRYKRTFG-UHFFFAOYSA-N	Maritoclax	O=C(c1ccccc1O)c1[nH]c(Cl)c(Cl)c1-n1c(C(=O)c2ccccc2O)cc(Cl)c1Cl	CHEMBL3393621	466403	unsuitables/maritoclax	2017-03-13	No	No	0	0	0		Chemical Probes Portal
UUECJWRVDTUDCB-ISLYRVAYSA-N	Ischemin	Cc1cc(/N=N/c2cc(S(=O)(=O)O)c(C)cc2C)c(N)cc1O		1453644	unsuitables/ischemin	2017-03-07	Yes	Yes	0	0	0		Chemical Probes Portal
MDOJTZQKHMAPBK-UHFFFAOYSA-N	Iniparib	NC(=O)c1ccc(I)c([N+](=O)[O-])c1		24483	unsuitables/iniparib	2017-03-02	No	Yes	0	0	0		Chemical Probes Portal
LLEJIEBFSOEYIV-UHFFFAOYSA-N	Chelerythrine	COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC		1688064	unsuitables/chelerythrine	2017-03-02	No	No	0	0	0		Chemical Probes Portal
PBJKWGWHZVXBGU-UHFFFAOYSA-N	Apogossypol	Cc1cc2c(C(C)C)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)cc2c1O	CHEMBL551288	572876	unsuitables/apogossypol	2017-03-02	Yes	Yes	0	0	0		Chemical Probes Portal
SXJDCULZDFWMJC-UHFFFAOYSA-N	HA14-1	CCOC(=O)C1=C(N)Oc2ccc(Br)cc2C1C(C#N)C(=O)OCC		1596359	unsuitables/ha14-1	2017-03-02	No	No	0	0	0		Chemical Probes Portal
HYTMVPCGCCQGST-JGUILPGDSA-N	BXI-61	CCOc1ccc2nc3cc(/N=N/c4ccc(N)nc4N)ccc3c(N)c2c1.Cl		234445	unsuitables/bxi-61	2017-03-02	Yes	Yes	0	0	0		Chemical Probes Portal
PQAPVTKIEGUPRN-UHFFFAOYSA-N	TW37	CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O	CHEMBL217354	839902	unsuitables/tw37	2017-03-02	Yes	Yes	0	0	0		Chemical Probes Portal
WUGANDSUVKXMEC-UHFFFAOYSA-N	UMI-77	O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O		1829299	unsuitables/umi-77	2017-03-02	Yes	No	0	0	0		Chemical Probes Portal
YPSXFMHXRZAGTG-UHFFFAOYSA-N	Bcl-2 Inhibitor	COc1ccc(N=O)c(CCc2cc(OC)ccc2N=O)c1		3312891	unsuitables/bcl-2-inhibitor	2017-03-02	No	Yes	0	0	0		Chemical Probes Portal
ILMNSCQOSGKTNZ-NKWVEPMBSA-N	Adenosine dialdehyde	Nc1ncnc2c1ncn2[C@@H](C=O)O[C@@H](C=O)CO		1146558	unsuitables/adenosine-dialdehyde	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
NAWIFPQLACUTSO-MXGDDHKLSA-N	MDL 28842	Nc1ncnc2c1ncn2[C@@H]1O/C(=C\F)[C@@H](O)[C@@H]1O		1144457	unsuitables/mdl-28842	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
MUJOCHRZXRZONW-FOCLMDBBSA-N	Methylstat	COC(=O)/C=C/C(=O)N(O)CCCCNCc1ccc(COC(=O)Nc2cccc3ccccc23)cc1	CHEMBL3347630	719521	unsuitables/methylstat	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
AELCINSCMGFISI-DTWKUNHWSA-N	Tranylcypromine	N[C@@H]1C[C@H]1c1ccccc1	CHEMBL1179	45808	unsuitables/tranylcypromine	2017-03-07	No	No	0	0	0		Chemical Probes Portal
ZJZCTCNQTXBBFZ-PLMZOXRSSA-N	MB-3	C/C(=C(\CCO)SCCC(=O)c1ccc(C)cc1)N(C=O)Cc1cnc(C)nc1N.Cl		3312903	unsuitables/mb-3	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
YGSDEFSMJLZEOE-UHFFFAOYSA-M	Salicylate	O=C([O-])c1ccccc1O		2880280	unsuitables/salicylate	2017-03-07	No	No	0	0	0		Chemical Probes Portal
JAXSELKSZJMFSA-UHFFFAOYSA-N	APHA	O=C(O)CCC(=O)Nc1ccc(Cc2ccncc2)cc1		3312911	unsuitables/apha	2017-03-07	No	No	0	0	0		Chemical Probes Portal
PAWIYAYFNXQGAP-UHFFFAOYSA-N	Quisinostat	Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21		256735	unsuitables/quisinostat	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
FPOHNWQLNRZRFC-ZHACJKMWSA-N	Panobinostat	Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1		1710013	unsuitables/panobinostat	2017-03-07	Yes	Yes	0	0	0		Chemical Probes Portal
KGDMFBRXTHKRPA-GRCJMCHGSA-N	Pandacostat	O=C(/C=C/c1ccc(C(=O)N/N=C/c2ccc(O)c(O)c2O)cc1)NO		1718170	unsuitables/pandacostat	2017-03-07	Yes	Yes	0	0	0		Chemical Probes Portal
PTJGLFIIZFVFJV-UHFFFAOYSA-N	Pyroxamide	O=C(CCCCCCC(=O)Nc1cccnc1)NO		1123828	unsuitables/pyroxamide	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
MUTBJZVSRNUIHA-UHFFFAOYSA-N	R306465	O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1		169499	unsuitables/r306465	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
IDQPVOFTURLJPT-UHFFFAOYSA-N	SBHA	O=C(CCCCCCC(=O)NO)NO	CHEMBL320497	30287	unsuitables/sbha	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
GYKLFBYWXZYSOW-UHFFFAOYSA-N	Pivanex	CCCC(=O)OCOC(=O)C(C)(C)C		28056	unsuitables/pivanex	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
MIGJEXKBUJPKJF-UHFFFAOYSA-N	MS7972	CC(=O)n1c2c(c3ccccc31)CCCC2=O		1119325	unsuitables/ms7972	2017-04-04	No	No	0	0	0		Chemical Probes Portal
RFTSSZJZXOSICM-GRSHGNNSSA-N	Obatoclax	COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C		1500972	unsuitables/obatoclax	2017-03-02	No	No	0	0	0		Chemical Probes Portal
QBKSWRVVCFFDOT-UHFFFAOYSA-N	Gossypol	Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	CHEMBL51483	754444	unsuitables/gossypol	2017-03-02	Yes	Yes	0	0	0		Chemical Probes Portal
KLDXJTOLSGUMSJ-JGWLITMVSA-N	AT-101	O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12	CHEMBL1200660	56967	unsuitables/101	2017-03-02	No	No	0	0	0		Chemical Probes Portal
UIFFUZWRFRDZJC-SBOOETFBSA-N	Antimycin A	CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C	CHEMBL211501	793808	unsuitables/antimycin	2017-03-02	No	Yes	0	0	0		Chemical Probes Portal
PRDFBSVERLRRMY-UHFFFAOYSA-N	BXI-72	CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1	CHEMBL343002	565476	unsuitables/bxi-72	2017-03-02	No	No	0	0	0		Chemical Probes Portal
RGGFUBMUOVFZEF-LDRVEFRDSA-N	MIM1	Cc1cs/c(=N\C2CCCCC2)n1/N=C/c1ccc(O)c(O)c1O		1556735	unsuitables/mim1	2017-03-02	Yes	Yes	0	0	0		Chemical Probes Portal
COHIEJLWRGREHV-XFFZJAGNSA-N	BH3I-1	CC(C)C(C(=O)O)N1C(=O)/C(=C/c2ccc(Br)cc2)SC1=S		1320297	unsuitables/bh3i-1	2017-03-02	Yes	Yes	0	0	0		Chemical Probes Portal
YUYJEQHNWKQNBT-UHFFFAOYSA-N	LJI308	Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F		1868394	unsuitables/lji308	2017-03-02	No	No	0	0	0		Chemical Probes Portal
OUKYUETWWIPKQR-UHFFFAOYSA-N	Saracatinib	CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1	CHEMBL217092	766308	unsuitables/saracatinib	2017-03-02	No	No	0	0	0		Chemical Probes Portal
WUUGFSXJNOTRMR-IOSLPCCCSA-N	5-methyl thioadenosine	CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O		1171526	unsuitables/5-methyl-thioadenosine	2017-03-07	No	No	0	0	0		Chemical Probes Portal
LMXOHSDXUQEUSF-YECHIGJVSA-N	Sinefungin	Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O		1823000	unsuitables/sinefungin	2017-03-07	No	No	0	0	0		Chemical Probes Portal
IRSFLDGTOHBADP-UHFFFAOYSA-N	Embelin	CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O		1241811	unsuitables/embelin	2017-03-07	Yes	Yes	0	0	0		Chemical Probes Portal
VCMMXZQDRFWYSE-UHFFFAOYSA-N	Plumbagin	CC1=CC(=O)c2c(O)cccc2C1=O	CHEMBL295316	30007	unsuitables/plumbagin	2017-03-07	Yes	Yes	0	0	0		Chemical Probes Portal
FECGNJPYVFEKOD-VMPITWQZSA-N	Resminostat	CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1		1583363	unsuitables/resminostat	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
YALNUENQHAQXEA-UHFFFAOYSA-N	Givinostat	CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1	CHEMBL1213492	350456	unsuitables/givinostat	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
BWDQBBCUWLSASG-MDZDMXLPSA-N	Dacinostat	O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO		1902688	unsuitables/dacinostat	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
IVTKCTFTVKYWIQ-WEVVVXLNSA-N	Oxamflatin	O=C(/C=C/C#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1)NO		1496674	unsuitables/oxamflatin	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
MAUCONCHVWBMHK-UHFFFAOYSA-N	Abexinostat	CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12		256658	unsuitables/abexinostat	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
NCNRHFGMJRPRSK-MDZDMXLPSA-N	Belinostat	O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO		1322821	unsuitables/belinostat	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
JHDKZFFAIZKUCU-ZRDIBKRKSA-N	Pracinostat	CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC		1718108	unsuitables/pracinostat	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
JTDYUFSDZATMKU-UHFFFAOYSA-N	Scriptaid	O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO		1487542	unsuitables/scriptaid	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
RTKIYFITIVXBLE-QEQCGCAPSA-N	Trichostatin A	CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1		1317329	unsuitables/trichostatin	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
MFBOGIVSZKQAPD-UHFFFAOYSA-M	Butyrate	CCCC(=O)[O-].[Na+]		1190	unsuitables/butyrate	2017-03-07	No	No	0	0	0		Chemical Probes Portal
NIJJYAXOARWZEE-UHFFFAOYSA-N	Valproic acid	CCCC(CCC)C(=O)O	CHEMBL109	45378	unsuitables/valproic-acid	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
XHEFDIBZLJXQHF-UHFFFAOYSA-N	Fisetin	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12		1234742	unsuitables/fisetin	2017-03-07	Yes	Yes	0	0	0		Chemical Probes Portal
CDRPUGZCRXZLFL-OWOJBTEDSA-N	Piceatannol	Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1		1066438	unsuitables/piceatannol	2017-03-07	Yes	Yes	0	0	0		Chemical Probes Portal
NETXMUIMUZJUTB-UHFFFAOYSA-N	Apabetalone	COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1		1857922	unsuitables/apabetalone	2017-03-07	No	No	0	0	0		Chemical Probes Portal
HUPFGZXOMWLGNK-UHFFFAOYSA-N	Diflusinal	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O		1065883	unsuitables/diflusinal	2017-03-20	No	No	0	0	0		Chemical Probes Portal
XGALLCVXEZPNRQ-UHFFFAOYSA-N	Gefitinib	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	337949	unsuitables/gefitinib	2017-03-21	No	No	0	0	0		Chemical Probes Portal
AYMYWHCQALZEGT-ORCRQEGFSA-N	Butein	O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O		1166678	unsuitables/butein	2017-03-07	Yes	Yes	0	0	0		Chemical Probes Portal
DXDRHHKMWQZJHT-FPYGCLRLSA-N	Isoliquiritigenin	O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O		1116690	unsuitables/isoliquiritigenin	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
KDPSGIFCBZTBEZ-UHFFFAOYSA-N	BIC1	Cn1c(=S)n(CCSc2nc3ccccc3[nH]2)c2ccccc21		1508966	unsuitables/bic1	2017-03-07	No	Yes	0	0	0		Chemical Probes Portal
ZZZYHIMVKOHVIH-MWFXHRFLSA-N	Brusatol	COC(=O)[C@@]12OC[C@@]34[C@H]1[C@@H](OC(=O)C=C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O	CHEMBL450464	720663	unsuitables/brusatol	2017-03-17	No	Yes	0	0	0		Chemical Probes Portal
QDKLRKZQSOQWJQ-SMDXAGPFSA-N	Garcinol	C=C(C)[C@@H](CC=C(C)C)C[C@@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O	CHEMBL502489	898879	unsuitables/garcinol	2017-03-20	Yes	Yes	0	0	0		Chemical Probes Portal
AJRGHIGYPXNABY-UHFFFAOYSA-N	PCI-34051	COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1		1358819	unsuitables/pci-34051	2017-04-10	No	Yes	0	0	0		Chemical Probes Portal
JWOGUUIOCYMBPV-GMFLJSBRSA-N	Apicidin	CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O	CHEMBL430060	902928	unsuitables/apicidin	2017-04-11	No	No	0	0	0		Chemical Probes Portal
VAZAPHZUAVEOMC-UHFFFAOYSA-N	CI-994	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1		1170255	unsuitables/ci-994	2017-04-11	No	Yes	0	0	0		Chemical Probes Portal
DLVJMFOLJOOWFS-VJIFSZOSSA-N	Depudecin	C=C[C@@H](O)[C@@H]1O[C@H]1/C=C/[C@@H]1O[C@@H]1[C@@H](C)O	CHEMBL1213459	51775	unsuitables/depudecin	2017-04-11	No	Yes	0	0	0		Chemical Probes Portal
GNYCTMYOHGBSBI-KVUCBBCISA-N	HC Toxin	C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCC(=O)C2CO2)NC(=O)[C@@H](C)NC1=O		3312889	unsuitables/hc-toxin	2017-04-11	No	Yes	0	0	0		Chemical Probes Portal
HRNLUBSXIHFDHP-UHFFFAOYSA-N	Mocetinostat	Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1		244348	unsuitables/mocetinostat	2017-04-11	No	Yes	0	0	0		Chemical Probes Portal
INVTYAOGFAGBOE-UHFFFAOYSA-N	Entinostat	Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1		1888264	unsuitables/entinostat	2017-04-11	No	Yes	0	0	0		Chemical Probes Portal
DEZFNHCVIZBHBI-ZHACJKMWSA-N	Rottlerin	CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O	CHEMBL34241	754171	unsuitables/rottlerin	2017-06-27	No	No	0	0	0		Chemical Probes Portal
URWCXPXBBITYLR-UHFFFAOYSA-N	TH287	CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1		1061093	unsuitables/th287	2017-07-08	No	No	0	0	0		Chemical Probes Portal
PVRYEWOXWGDQHA-URLMMPGGSA-N	Nutlin-2	CCOc1cc(OC)ccc1C1=N[C@@H](c2ccc(Br)cc2)[C@@H](c2ccc(Br)cc2)N1C(=O)N1CCN(CCO)CC1	CHEMBL407632	847292	unsuitables/nutlin-2	2017-06-02	No	No	0	0	0		Chemical Probes Portal
UNXQGBMZYKHQCO-NVHWNKAKSA-N	MI-219	CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12	CHEMBL572933	724668	unsuitables/mi-219	2017-06-02	No	No	0	0	0		Chemical Probes Portal
RLUGRMMSGGKTPV-UHFFFAOYSA-N	MCL0527-3	Nc1sc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1C(=O)NC1CCCCC1		203147	unsuitables/mcl0527-3	2017-06-02	Yes	No	0	0	0		Chemical Probes Portal
NNGMKDJOKUWNGN-NMMPVGNLSA-N	4-PBHA	Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(C3CCCC3)C(=O)N21		1078674	unsuitables/4-pbha	2017-04-11	No	Yes	0	0	0		Chemical Probes Portal
IYDMGGPKSVWQRT-UHFFFAOYSA-N	Nutlin-1	COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCN(C(C)=O)CC2)c(OC(C)C)c1	CHEMBL1818538	865782	unsuitables/nutlin-1	2017-06-02	No	No	0	0	0		Chemical Probes Portal
BDUHCSBCVGXTJM-WUFINQPMSA-N	Nutlin-3A	COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1	CHEMBL191334	813911	unsuitables/nutlin-3a	2017-06-02	No	No	0	0	0		Chemical Probes Portal
QZJRNGXHRQJBJH-UHFFFAOYSA-N	PB12	O=C(O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccccc2)ncn1Cc1ccc(Cl)cc1	CHEMBL1233798	432336	unsuitables/pb12	2017-06-02	No	No	0	0	0		Chemical Probes Portal
FLEPRYJBTOPZTM-UKILVPOCSA-N	PB11	CC(C)C[C@@]1(C(=O)NCCc2ccncc2)N=CN(CC2CC2)[C@H]1c1ccc(Cl)cc1	CHEMBL3407580	391134	unsuitables/pb11	2017-06-02	No	No	0	0	0		Chemical Probes Portal
HMKAZNCSHAJLSA-HIJQLYNKSA-N	AM-8735	CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	CHEMBL3125537	777492	unsuitables/am-8735	2017-06-06	No	No	0	0	0	https://doi.org/10.1021/jm401767k|https://pubmed.ncbi.nlm.nih.gov/24548297	Chemical Probes Portal
XZFYSTPLSPZNKJ-UHFFFAOYSA-N	RH02007	Cc1ccc(C)n1-c1ccc(C(=O)ON2C(=O)CCC2=O)cc1		3312902	unsuitables/rh02007	2017-06-22	Yes	No	0	0	0		Chemical Probes Portal
ZFEXNHYQHDJAGL-UHFFFAOYSA-N	NSC83143	CCC1=C(c2cc(Cl)c3ccccc3c2OCC(=O)O)OC(CC)(C(=O)c2cc(Cl)c3ccccc3c2OCC(=O)O)CC1		3312905	unsuitables/nsc83143	2017-06-22	No	No	0	0	0		Chemical Probes Portal
CGLMQIIIQWNAMG-UHFFFAOYSA-N	NSC135098	CCOC(=O)C1C(O)=C(P(=O)(C2=C(O)C(C(=O)OCC)C(c3ccc(OC(C)=O)cc3)C(C(=O)O)C2=O)N(CCCl)CCCl)C(=O)C(C(=O)O)C1c1ccc(OC(C)=O)cc1		3313081	unsuitables/nsc135098	2017-06-22	No	Yes	0	0	0		Chemical Probes Portal
XKTMIJODWOEBKO-UHFFFAOYSA-M	Acid Green 3	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1.[Na+]	CHEMBL1333604	933654	unsuitables/acid green 3	2017-06-22	Yes	Yes	0	0	0		Chemical Probes Portal
ASUGUQWIHMTFJL-QGZVFWFLSA-N	Decernotinib	CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F		113802	unsuitables/decernotinib	2017-06-26	No	No	0	0	0		Chemical Probes Portal
ZHEHVZXPFVXKEY-LYGOBDSISA-N	KT5720	CCCCCCOC(=O)[C@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	CHEMBL4450227	3145847	unsuitables/kt5720	2017-06-27	No	No	0	0	0		Chemical Probes Portal
VLULRUCCHYVXOH-UHFFFAOYSA-N	ONC201	Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12		233041	unsuitables/onc201	2017-07-18	No	No	0	0	0		Chemical Probes Portal
YRRAGUMVDQQZIY-UHFFFAOYSA-N	Gossypetin	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12		1401932	unsuitables/gossypetin	2017-06-22	Yes	Yes	0	0	0		Chemical Probes Portal
VWFIHGWHMXSTAO-UHFFFAOYSA-N	DSHS00884	C=CCn1c(S)nnc1CSc1ccccc1[N+](=O)[O-]		1200722	unsuitables/dshs00884	2017-06-22	No	No	0	0	0		Chemical Probes Portal
JPOAXWSMFOLMQH-UWWJMHSNSA-N	NSC117907	O=C(O)c1cc(N=C2C=CC(=C(c3ccccc3)c3ccc(Nc4ccc(Cl)c(C(=O)O)c4)cc3)C=C2)ccc1Cl		3312910	unsuitables/nsc117907	2017-06-22	No	No	0	0	0		Chemical Probes Portal
QKJRDUVFCNBDGG-YKXMQWBGSA-N	NSC216029	C=CC1=C(C)C(=O)N/C1=C\c1[nH]c(Cc2[nH]c(/C=C3/NC(=O)C(C(C)SC(C)=O)=C3C)cc2CCC(=O)O)c(CCC(=O)O)c1C		3312907	unsuitables/nsc216029	2017-06-22	No	Yes	0	0	0		Chemical Probes Portal
BGLPECHZZQDNCD-UHFFFAOYSA-N	Cerdulatinib	CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1	CHEMBL4116008	328588	unsuitables/cerdulatinib	2017-06-26	Yes	No	0	0	0		Chemical Probes Portal
HWXVIOGONBBTBY-ONEGZZNKSA-N	Pacritinib	C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1	CHEMBL2035187	646856	unsuitables/pacritinib	2017-06-26	No	No	0	0	0		Chemical Probes Portal
PNMYJIOQIAEYQL-UHFFFAOYSA-N	TH588	Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1		1157610	unsuitables/th588	2017-07-08	No	No	0	0	0		Chemical Probes Portal
KTEIFNKAUNYNJU-LBPRGKRZSA-N	S-crizotinib	C[C@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl		255181	unsuitables/s-crizotinib	2017-07-08	No	No	0	0	0		Chemical Probes Portal
AVZCPICCWKMZDT-UHFFFAOYSA-N	GSK-J1	O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1		207430	unsuitables/gsk-j1	2017-07-08	No	No	0	0	0		Chemical Probes Portal
KWUZCAVKPCRJPO-UHFFFAOYSA-N	Thio-2	CCNc1ccc(-c2nc3ccc(C)cc3s2)cc1		3312908	unsuitables/thio-2	2017-07-08	No	No	0	0	0		Chemical Probes Portal
TZALECNALKOBPY-UHFFFAOYSA-N	Thioflavin S	Cc1ccc2c(sc(-c3ccc4c(c3)sc(-c3ccc(N(C)C)cc3)[n+]4C)[n+]2C)c1S(=O)(=O)[O-]	CHEMBL5181217	3313069	unsuitables/thioflavin-s	2017-07-08	Yes	No	0	0	0		Chemical Probes Portal
RYCBSFIKWACFBY-UHFFFAOYSA-N	FRAX1036	CCn1c(=O)c(-c2ccc(-c3cncc(C)n3)cc2Cl)cc2cnc(NCCC3CCN(C)CC3)nc21	CHEMBL3770186	744970	unsuitables/frax1036	2017-07-08	No	No	0	0	0		Chemical Probes Portal
JVDOKQYTTYUYDV-UHFFFAOYSA-N	TG10129	Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1	CHEMBL1995703	698084	unsuitables/tg10129	2017-07-08	Yes	No	0	0	0		Chemical Probes Portal
HHFBDROWDBDFBR-UHFFFAOYSA-N	MLN8054	O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1	CHEMBL259084	575044	unsuitables/mln8054	2017-07-08	No	No	0	0	0		Chemical Probes Portal
ZIMMTPFXOMAJTQ-UHFFFAOYSA-N	Apoptozole	COc1ccc(-c2nc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n(Cc3ccc(C(N)=O)cc3)c2-c2ccc(OC)cc2)cc1	CHEMBL3416503	908308	unsuitables/apoptozole	2017-07-08	No	No	0	0	0		Chemical Probes Portal
ZZUZYEMRHCMVTB-UHFFFAOYSA-N	Pifithrin-mu	NS(=O)(=O)C#Cc1ccccc1	CHEMBL1241268	8743	unsuitables/pifithrin-mu	2017-07-08	No	No	0	0	0		Chemical Probes Portal
