inchikey	organism	dose_value	dose_unit	route	dose_raw	source_db	source
QBIGUDRHHJTXKG-UUWRZZSWSA-N	Rat	5	mg/kg		5 mg/kg	Chemical Probes Portal	JNJ-54119936
GRXCLNMCJWKTAT-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	PF-06471553
GRXCLNMCJWKTAT-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/kg	Chemical Probes Portal	PF-06471553
VGRLXWFIXGZRMS-UHFFFAOYSA-N	Rat	2	mg/kg	IV	2 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	PFI-653
VGRLXWFIXGZRMS-UHFFFAOYSA-N	Rat	10	mg/kg	PO	2 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	PFI-653
PGKXDIMONUAMFR-AREMUKBSSA-N	Guinea Pig					Chemical Probes Portal	SAREDUTANT
PGKXDIMONUAMFR-AREMUKBSSA-N	Guinea Pig					Chemical Probes Portal	SAREDUTANT
PWKAYICUBVNJAZ-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	TP-040
MSTXJJGAXXJCBY-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	VU0364739
MSTXJJGAXXJCBY-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	VU0364739
IVDUVEGCMXCMSO-FQEVSTJZSA-N	Mouse	150	mg/kg		150 mg/Kg	Chemical Probes Portal	GSK2830371
HRJWTAWVFDCTGO-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	LY2090314
HRJWTAWVFDCTGO-UHFFFAOYSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	LY2090314
BZZKEPGENYLQSC-FIBGUPNXSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	DEUCRAVACITINIB
BZZKEPGENYLQSC-FIBGUPNXSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	DEUCRAVACITINIB
BZZKEPGENYLQSC-FIBGUPNXSA-N	Dog	2	mg/kg		2 mg/Kg	Chemical Probes Portal	DEUCRAVACITINIB
BZZKEPGENYLQSC-FIBGUPNXSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	DEUCRAVACITINIB
BZZKEPGENYLQSC-FIBGUPNXSA-N	Monkey (Cynomolgus)	2	mg/kg		2 mg/Kg	Chemical Probes Portal	DEUCRAVACITINIB
BZZKEPGENYLQSC-FIBGUPNXSA-N	Monkey (Cynomolgus)	10	mg/kg		10 mg/Kg	Chemical Probes Portal	DEUCRAVACITINIB
XUKUURHRXDUEBC-KAYWLYCHSA-N	Mouse	10	mg/kg	IV	10 mg/kg (IV), 300 mg/kg (PO)	Chemical Probes Portal	Atorvastatin
XUKUURHRXDUEBC-KAYWLYCHSA-N	Mouse	300	mg/kg	PO	10 mg/kg (IV), 300 mg/kg (PO)	Chemical Probes Portal	Atorvastatin
WDHOIABIERMLGY-CMJOXMDJSA-N	Other				2/5 IV/PO mg/Kg (M), 0.5/1 IV/PO mg/Kg (R)	Chemical Probes Portal	AZD9833
YTINZZFBHWSAGL-NDEPHWFRSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	MEZIGDOMIDE
YTINZZFBHWSAGL-NDEPHWFRSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	MEZIGDOMIDE
YTINZZFBHWSAGL-NDEPHWFRSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	MEZIGDOMIDE
VRQMAABPASPXMW-HDICACEKSA-N						Chemical Probes Portal	AZD4547
JKJMWHULJIOKPJ-UHFFFAOYSA-N	Mouse	0.1	mg/kg		0.1 - 10 mg/Kg	Chemical Probes Portal	KT109
TXJZRSRTYPUYRW-GHTZIAJQSA-N	Other	100	mg/kg		100 mg/kg	Chemical Probes Portal	RSL3
ARYUXFNGXHNNDM-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	VU0361737
WQAVGRAETZEADU-UHFFFAOYSA-N	Mouse	0.03	mg/kg		10, 1, 0.1, and 0.03 mg/kg	Chemical Probes Portal	AZD5305
WQAVGRAETZEADU-UHFFFAOYSA-N	Rat	0.03	mg/kg		10, 1, 0.1, and 0.03 mg/kg	Chemical Probes Portal	AZD5305
WQAVGRAETZEADU-UHFFFAOYSA-N	Dog	0.03	mg/kg		10, 1, 0.1, and 0.03 mg/kg	Chemical Probes Portal	AZD5305
WQAVGRAETZEADU-UHFFFAOYSA-N	Monkey (Cynomolgus)	0.03	mg/kg		10, 1, 0.1, and 0.03 mg/kg	Chemical Probes Portal	AZD5305
CDJPHTNUARAVMH-SECBINFHSA-N	Rat	1	mg/kg		1 mg/kg	Chemical Probes Portal	(R)-9s
HFNKQEVNSGCOJV-OAHLLOKOSA-N	Mouse	90	mg/kg		90 mg/kg	Chemical Probes Portal	Ruxolitinib
OQFCHSFVWSLDAO-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	DCLK1-IN-1
OQFCHSFVWSLDAO-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	DCLK1-IN-1
WSEQXVZVJXJVFP-FQEVSTJZSA-N	Rat	1.6	mg/kg		1.6 mg/Kg	Chemical Probes Portal	ESCITALOPRAM
KJDAGXLMHXUAGV-DGWLBADLSA-N	Mouse	25	mg/kg		12.5, 18.8, 25 mg/Kg	Chemical Probes Portal	TAK-243
CMJJZRAAQMUAFH-INIZCTEOSA-N	Mouse	4	mg/kg		4 mg/Kg	Chemical Probes Portal	DDR-TRK-1
CMJJZRAAQMUAFH-INIZCTEOSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	DDR-TRK-1
CMJJZRAAQMUAFH-INIZCTEOSA-N	Rat	20	mg/kg		20 mg/Kg	Chemical Probes Portal	DDR-TRK-1
CMJJZRAAQMUAFH-INIZCTEOSA-N	Rat	4	mg/kg		4 mg/Kg	Chemical Probes Portal	DDR-TRK-1
FFLJVBPCONQSQW-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	MU1700
IESAJAZKMLPVIB-VXGBXAGGSA-N	Rat	30	mg/kg		30-90 mg/Kg	Chemical Probes Portal	BAY-390
PEMUGDMSUDYLHU-ZEQRLZLVSA-N	Other	3	mg/kg	IV	3 mg/Kg IV, 3 to 100 mg/Kg PO	Chemical Probes Portal	MRTX849
PEMUGDMSUDYLHU-ZEQRLZLVSA-N	Other	3	mg/kg	PO	3 mg/Kg IV, 3 to 100 mg/Kg PO	Chemical Probes Portal	MRTX849
NXQKSXLFSAEQCZ-SFHVURJKSA-N	Other	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 30 and 100 mg/Kg PO	Chemical Probes Portal	AMG-510
NXQKSXLFSAEQCZ-SFHVURJKSA-N	Other	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 30 and 100 mg/Kg PO	Chemical Probes Portal	AMG-510
NXQKSXLFSAEQCZ-SFHVURJKSA-N	Other	100	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 30 and 100 mg/Kg PO	Chemical Probes Portal	AMG-510
RIGHCDSORZCRDE-UHFFFAOYSA-N	Mouse	2	mg/kg	IV	2 mg/Kg IV, 10 mg/Kg	Chemical Probes Portal	JNJ-9350
RIGHCDSORZCRDE-UHFFFAOYSA-N	Mouse	10	mg/kg		2 mg/Kg IV, 10 mg/Kg	Chemical Probes Portal	JNJ-9350
RAXZSEGXMBWYQK-SNVBAGLBSA-N	Rat	1	mg/kg	PO	1 mg/Kg PO, 0.5 mg/Kg IV	Chemical Probes Portal	ERKi
RAXZSEGXMBWYQK-SNVBAGLBSA-N	Rat	0.5	mg/kg	IV	1 mg/Kg PO, 0.5 mg/Kg IV	Chemical Probes Portal	ERKi
RAXZSEGXMBWYQK-SNVBAGLBSA-N	Dog	0.5	mg/kg	PO	0.5 mg/Kg PO, 0.25 mg/Kg IV	Chemical Probes Portal	ERKi
RAXZSEGXMBWYQK-SNVBAGLBSA-N	Dog	0.25	mg/kg	IV	0.5 mg/Kg PO, 0.25 mg/Kg IV	Chemical Probes Portal	ERKi
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg (IV), 10 mg/Kg (PO)	Chemical Probes Portal	DORAMAPIMOD
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Mouse	10	mg/kg	PO	1 mg/Kg (IV), 10 mg/Kg (PO)	Chemical Probes Portal	DORAMAPIMOD
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg (IV), 10 mg/Kg (PO)	Chemical Probes Portal	DORAMAPIMOD
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Rat	10	mg/kg	PO	1 mg/Kg (IV), 10 mg/Kg (PO)	Chemical Probes Portal	DORAMAPIMOD
RHFIAUKMKYHHFA-UHFFFAOYSA-N	Other	0.4	mg/kg	IV	0.4-1 mg/kg (IV), 5 mg/Kg (PO)	Chemical Probes Portal	GNE-3511
RHFIAUKMKYHHFA-UHFFFAOYSA-N	Other	5	mg/kg	PO	0.4-1 mg/kg (IV), 5 mg/Kg (PO)	Chemical Probes Portal	GNE-3511
LUVOYGUFQRWXGQ-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	JNJ-4355
LUVOYGUFQRWXGQ-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	JNJ-4355
MCLDWKVRXDHDEI-UHFFFAOYSA-N	Mouse	2.29	mg/kg		2.29 mg/kg	Chemical Probes Portal	SGC-CAF382-1
VSMTYSWGHKYXOF-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/kg	Chemical Probes Portal	TDI-10229
VSMTYSWGHKYXOF-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	TDI-10229
DRSZMILOMUPIBJ-UHFFFAOYSA-N	Mouse	100	mg/kg		10, 30. 100 mg/Kg	Chemical Probes Portal	TC-G-1008
ZLHFILGSQDJULK-UHFFFAOYSA-N	Mouse	30	mg/kg		5, 10, 30 mg/Kg	Chemical Probes Portal	ALISERTIB
CWLAIOPWFOOJHQ-QHCPKHFHSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	JNK3-IN-8
NCDZABJPWMBMIQ-INIZCTEOSA-N	Mouse					Chemical Probes Portal	AZD-4017
NCDZABJPWMBMIQ-INIZCTEOSA-N	Rat					Chemical Probes Portal	AZD-4017
NCDZABJPWMBMIQ-INIZCTEOSA-N	Dog					Chemical Probes Portal	AZD-4017
XDJGNPSZQSWJCV-UHFFFAOYSA-N	Rat	0.5	mg/kg		0.5 mg/kg	Chemical Probes Portal	PF-06263276
XDJGNPSZQSWJCV-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	PF-06263276
XDJGNPSZQSWJCV-UHFFFAOYSA-N	Dog	0.1	mg/kg		0.1 mg/Kg	Chemical Probes Portal	PF-06263276
UZWDCWONPYILKI-UHFFFAOYSA-N	Mouse	12.5	mg/kg		>12.5 mg/Kg	Chemical Probes Portal	ABEMACICLIB
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Mouse	5	mg/kg	IV	5 mg/Kg IV, 20 mg/Kg PO	Chemical Probes Portal	MK-2894
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Mouse	20	mg/kg	PO	5 mg/Kg IV, 20 mg/Kg PO	Chemical Probes Portal	MK-2894
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Rat	5	mg/kg	IV	5 mg/Kg IV, 20 mg/Kg	Chemical Probes Portal	MK-2894
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Rat	20	mg/kg		5 mg/Kg IV, 20 mg/Kg	Chemical Probes Portal	MK-2894
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Dog	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	MK-2894
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Dog	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	MK-2894
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	MK-2894
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Monkey (Cynomolgus)	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	MK-2894
YOVVNQKCSKSHKT-HNNXBMFYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	APITOLISIB
YOVVNQKCSKSHKT-HNNXBMFYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	APITOLISIB
YOVVNQKCSKSHKT-HNNXBMFYSA-N	Mouse	50	mg/kg		50 mg/Kg	Chemical Probes Portal	APITOLISIB
GBLBJPZSROAGMF-RWYJCYHVSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	PRALSETINIB
KVLFRAWTRWDEDF-IRXDYDNUSA-N	Mouse	10	mg/kg		2.5 and 10 mg/Kg	Chemical Probes Portal	AZD8055
HFLMLZKGLUEWBU-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	KHK-IN-1
UKBQFBRPXKGJPY-INIZCTEOSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	Ervogastat
UKBQFBRPXKGJPY-INIZCTEOSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	Ervogastat
UKBQFBRPXKGJPY-INIZCTEOSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	Ervogastat
UKBQFBRPXKGJPY-INIZCTEOSA-N	Monkey (Cynomolgus)	5	mg/kg		5 mg/Kg	Chemical Probes Portal	Ervogastat
OAZAPIKYVGRNCO-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	TP-060
OAZAPIKYVGRNCO-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	TP-060
RSMYFSPOTCDHHJ-GOSISDBHSA-N	Rat				unknown	Chemical Probes Portal	AZD5153
RSMYFSPOTCDHHJ-GOSISDBHSA-N	Dog				unknown	Chemical Probes Portal	AZD5153
GOOYSJIWTIHOGW-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	LP-935509
GOOYSJIWTIHOGW-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	LP-935509
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	ZIMLOVISERTIB
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	ZIMLOVISERTIB
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	ZIMLOVISERTIB
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	ZIMLOVISERTIB
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	ZIMLOVISERTIB
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	ZIMLOVISERTIB
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	Emavusertib
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	Emavusertib
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	Emavusertib
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	Emavusertib
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	Emavusertib
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	Emavusertib
DJVYXMINSBMUHH-QAQDUYKDSA-N	Rat	2	mg/kg		2 mg/kg	Chemical Probes Portal	IRAK4-IN-28
DJVYXMINSBMUHH-QAQDUYKDSA-N	Rat	5	mg/kg		5 mg/kg	Chemical Probes Portal	IRAK4-IN-28
DJVYXMINSBMUHH-QAQDUYKDSA-N	Dog	1	mg/kg		1 mg/kg	Chemical Probes Portal	IRAK4-IN-28
CDQQWCLOMUMQMM-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	TES-1025
CDQQWCLOMUMQMM-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	TES-1025
RQFYFNAGNBUGFC-UHFFFAOYSA-N	Rat	50	mg/kg		50 mg/Kg	Chemical Probes Portal	PF-367
COGUZYALRYMQTD-LJQANCHMSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	MFH290
COGUZYALRYMQTD-LJQANCHMSA-N	Mouse	5	mg/kg		5 mgKg	Chemical Probes Portal	MFH290
COGUZYALRYMQTD-LJQANCHMSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	MFH290
WQVPGYMGERDXLH-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/kg	Chemical Probes Portal	JH-X-119-01
IWMCPJZTADUIFX-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	LRRK2-IN1
IWMCPJZTADUIFX-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	LRRK2-IN1
FWJRVGZWNDOOFH-OAHLLOKOSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	ML5
WDBUEMWHXKHQNB-NNAUULPKSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	DGY-09-192
WDBUEMWHXKHQNB-NNAUULPKSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	DGY-09-192
WDBUEMWHXKHQNB-NNAUULPKSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	DGY-09-192
DMUSMYYDKCXFKR-MRJIRHQNSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	BSJ-01-175
DMUSMYYDKCXFKR-MRJIRHQNSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	BSJ-01-175
VNSQFPFWUAZOTQ-UHFFFAOYSA-N	Mouse	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	PF-9363
VNSQFPFWUAZOTQ-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	PF-9363
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Mouse	10	mg/kg	IV	0.3/10 mpk IV/PO	Chemical Probes Portal	IACS-52825
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Rat	3	mg/kg	IV	1/3 mpk IV/PO	Chemical Probes Portal	IACS-52825
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Dog	1	mg/kg	IV	0.3/1 mpk IV/PO	Chemical Probes Portal	IACS-52825
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Monkey (Cynomolgus)	1	mg/kg	IV	0.3/1 mpk IV/PO	Chemical Probes Portal	IACS-52825
IVOACCSOISMVBL-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	JNJ-42226314
IVOACCSOISMVBL-UHFFFAOYSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	JNJ-42226314
IVOACCSOISMVBL-UHFFFAOYSA-N	Monkey (Cynomolgus)	10	mg/kg		10 mg/Kg	Chemical Probes Portal	JNJ-42226314
HEUVRFNVTLGKMZ-SANMLTNESA-N	Other	5	mg/kg		5 mg/kg (Rat), 2.5 mg/kg (Dog), up to 25 mg/kg (PO)	Chemical Probes Portal	ABT-100
HEUVRFNVTLGKMZ-SANMLTNESA-N	Other	2.5	mg/kg		5 mg/kg (Rat), 2.5 mg/kg (Dog), up to 25 mg/kg (PO)	Chemical Probes Portal	ABT-100
HEUVRFNVTLGKMZ-SANMLTNESA-N	Other	25	mg/kg	PO	5 mg/kg (Rat), 2.5 mg/kg (Dog), up to 25 mg/kg (PO)	Chemical Probes Portal	ABT-100
DNVXATUJJDPFDM-KRWDZBQOSA-N	Mouse	50	mg/kg		50 mg/kg	Chemical Probes Portal	JQ1
RCINICONZNJXQF-MZXODVADSA-N	Other	2	mg/kg		2-36 mg/kg	Chemical Probes Portal	Taxol
DUCNNEYLFOQFSW-PMERELPUSA-N	Other	150	mg/kg		150 mg/kg	Chemical Probes Portal	GSK864
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	SHR1653
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	SHR1653
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	SHR1653
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	SHR1653
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Mouse	4	mg/kg		4 mg/Kg	Chemical Probes Portal	SHR1653
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Rat	30	mg/kg		30 mg/Kg	Chemical Probes Portal	SHR1653
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Dog	2	mg/kg		2 mg/Kg	Chemical Probes Portal	SHR1653
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Dog	20	mg/kg		20 mg/Kg	Chemical Probes Portal	SHR1653
RWRSKMSFZCQDMQ-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	TTBK1-IN-2
RWRSKMSFZCQDMQ-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	TTBK1-IN-2
RIWTUJFFSTVYPW-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	M4K2234
QARLNMDDSQMINK-BVRKHOPBSA-N	Mouse	200	mg/kg		2, 20, 200 mg/Kg	Chemical Probes Portal	INCB085660
HKASDKLLEVWKJA-YADARESESA-N	Mouse	10	uM/kg		10 uM/Kg	Chemical Probes Portal	BI-5756
HKASDKLLEVWKJA-YADARESESA-N	Mouse	1	uM/kg		1 uM/Kg	Chemical Probes Portal	BI-5756
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	PF-06835919
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	PF-06835919
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	PF-06835919
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	PF-06835919
XRDVXQQZLHVEQZ-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	GNE-617
XRDVXQQZLHVEQZ-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	GNE-617
MZBOZBMARIQZGX-GRRGFIRHSA-N	Other	25	mg/kg		25 mg/kg (rat)	Chemical Probes Portal	MI-888
UNRTVIQQMJRQLZ-UHFFFAOYSA-N	Mouse	250	mg/kg		250 mg/Kg	Chemical Probes Portal	GNE-7883
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	CS640
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	CS640
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	CS640
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Mouse	40	mg/kg		40 mg/Kg	Chemical Probes Portal	CS640
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	CS640
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	CS640
ZRHWCAFAIHTQKD-QGZVFWFLSA-N	Mouse	50	mg/kg		50 mg/Kg	Chemical Probes Portal	ABL127
CQAPXPSWLDAVEG-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	T-690
CQAPXPSWLDAVEG-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	T-690
YNVKFHIWFDRVNY-UHFFFAOYSA-N	Mouse	2.5	mg/kg		2.5 mg/kg	Chemical Probes Portal	HS665
QVQHWPLHUNEREE-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	ARUK2001607
XVFDNRYZXDHTHT-PXAZEXFGSA-N	Mouse					Chemical Probes Portal	BI-3406
XVFDNRYZXDHTHT-PXAZEXFGSA-N	Rat					Chemical Probes Portal	BI-3406
IVYQPSHHYIAUFO-VXKWHMMOSA-N	Other					Chemical Probes Portal	GSK1016790A
RVOZYMPVGIVNJX-UHFFFAOYSA-N	Rat	0.3	mg/kg	IV	0.3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	BAY-7081
RVOZYMPVGIVNJX-UHFFFAOYSA-N	Rat	10	mg/kg	PO	0.3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	BAY-7081
RVOZYMPVGIVNJX-UHFFFAOYSA-N	Dog	0.3	mg/kg	IV	0.3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	BAY-7081
RVOZYMPVGIVNJX-UHFFFAOYSA-N	Dog	10	mg/kg	PO	0.3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	BAY-7081
DFQGDHBGRSTTHX-UHFFFAOYSA-N	Rat	2	mg/kg	IV	2 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	FIBOFLAPON
DFQGDHBGRSTTHX-UHFFFAOYSA-N	Rat	10	mg/kg	PO	2 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	FIBOFLAPON
HNIFCPBQMKPRCX-UHFFFAOYSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	PF-3274167
HNIFCPBQMKPRCX-UHFFFAOYSA-N	Dog	0.2	mg/kg		0.2 mg/Kg	Chemical Probes Portal	PF-3274167
REQQVBGILUTQNN-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	ZIRITAXESTAT
REQQVBGILUTQNN-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	ZIRITAXESTAT
REQQVBGILUTQNN-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	ZIRITAXESTAT
