target_key	level	ordinal	value	source_db	source
Q15743	subclass	0	Proton Sensing GPCR	Chemical Probes Portal	
Q15759	class	0	Kinase	Chemical Probes Portal	
Q15759	subclass	0	CMGC	Chemical Probes Portal	
Q15825	class	0	Ion Channel	Chemical Probes Portal	
Q15825	subclass	0	Nicotinic Acetylcholine Receptor	Chemical Probes Portal	
Q15858	class	0	Ion Channel	Chemical Probes Portal	
Q15858	subclass	0	Sodium Voltage-Gated Channel	Chemical Probes Portal	
Q15910	class	0	Epigenetic	Chemical Probes Portal	
Q15910	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q15910	subclass	1	Methyltransferase	Chemical Probes Portal	
Q16288	class	0	Kinase	Chemical Probes Portal	
Q16288	subclass	0	TK	Chemical Probes Portal	
Q16288	subclass	1	Tyrosine kinase	Chemical Probes Portal	
Q16288	subclass	2	Tyr kinase	Chemical Probes Portal	
Q16539	class	0	Kinase	Chemical Probes Portal	
Q16539	class	1	Protein kinase	Chemical Probes Portal	
Q16539	subclass	0	CMGC	Chemical Probes Portal	
Q16584	class	0	Kinase	Chemical Probes Portal	
Q16584	subclass	0	TKL	Chemical Probes Portal	
Q16620	class	0	Kinase	Chemical Probes Portal	
Q16620	subclass	0	TK	Chemical Probes Portal	
Q16620	subclass	1	Tyrosine kinase	Chemical Probes Portal	
Q16620	subclass	2	Tyr kinase	Chemical Probes Portal	
Q16739	class	0	Enzyme	Chemical Probes Portal	
Q16739	subclass	0	Glycosyltransferase	Chemical Probes Portal	
Q16832	class	0	Kinase	Chemical Probes Portal	
Q16832	subclass	0	TK	Chemical Probes Portal	
Q16832	subclass	1	Tyrosine kinase	Chemical Probes Portal	
Q16832	subclass	2	CMGC	Chemical Probes Portal	
Q2M2I8	class	0	Kinase	Chemical Probes Portal	
Q2M2I8	subclass	0	Ser/Thr kinase	Chemical Probes Portal	
Q2NL67	class	0	Other post-translational modification	Chemical Probes Portal	
Q2NL67	subclass	0	PARP	Chemical Probes Portal	
Q4FZB7	class	0	Epigenetic	Chemical Probes Portal	
Q4FZB7	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q56A73	class	0	Epigenetic	Chemical Probes Portal	
Q56A73	subclass	0	Chromatin Regulator	Chemical Probes Portal	
Q58F21	class	0	Epigenetic	Chemical Probes Portal	
Q58F21	subclass	0	Bromodomain	Chemical Probes Portal	
Q5BJF2	class	0	Orphan receptor	Chemical Probes Portal	
Q5BJF2	subclass	0	Sigma receptor	Chemical Probes Portal	
Q5JUX0	class	0	Epigenetic	Chemical Probes Portal	
Q5JUX0	subclass	0	Chromatin Regulator	Chemical Probes Portal	
Q5NUL3	class	0	GPCR	Chemical Probes Portal	
Q5NUL3	subclass	0	Free fatty acid receptor	Chemical Probes Portal	
Q5S007	class	0	Protein kinase	Chemical Probes Portal	
Q5S007	class	1	Kinase	Chemical Probes Portal	
Q5S007	subclass	0	TKL	Chemical Probes Portal	
Q5TCY1	class	0	Kinase	Chemical Probes Portal	
Q5TCY1	subclass	0	CK1	Chemical Probes Portal	
Q5VST6	class	0	Other post-translational modification	Chemical Probes Portal	
Q5VST6	subclass	0	Depalmitoylase	Chemical Probes Portal	
Q5VTY9	class	0	Other post-translational modification	Chemical Probes Portal	
Q5VTY9	subclass	0	O-acyltransferase	Chemical Probes Portal	
Q6B0I6	class	0	Epigenetic	Chemical Probes Portal	
Q6B0I6	subclass	0	Histone demethylase	Chemical Probes Portal	
Q6GMR7	class	0	Enzyme	Chemical Probes Portal	
Q6GMR7	subclass	0	Amidase	Chemical Probes Portal	
Q6IQ55	class	0	Kinase	Chemical Probes Portal	
Q6IQ55	subclass	0	CK1	Chemical Probes Portal	
Q6P2P2	class	0	Epigenetic	Chemical Probes Portal	
Q6P2P2	subclass	0	Methyltransferase	Chemical Probes Portal	
Q6P5Z2	class	0	Kinase	Chemical Probes Portal	
Q6P5Z2	subclass	0	AGC	Chemical Probes Portal	
Q6P6C2	class	0	Enzyme	Chemical Probes Portal	
Q6P6C2	subclass	0	Dioxygenase	Chemical Probes Portal	
Q6PL18	class	0	Epigenetic	Chemical Probes Portal	
Q6PL18	subclass	0	ATPase	Chemical Probes Portal	
Q6PL18	subclass	1	Bromodomain	Chemical Probes Portal	
Q6V1X1	class	0	Enzyme	Chemical Probes Portal	
Q6V1X1	subclass	0	Peptidase	Chemical Probes Portal	
Q6W5P4	class	0	GPCR	Chemical Probes Portal	
Q6W5P4	subclass	0	Neuropeptide S Receptor	Chemical Probes Portal	
Q70CQ3	class	0	Enzyme	Chemical Probes Portal	
Q70CQ3	subclass	0	Peptidase	Chemical Probes Portal	
Q7L0J3	class	0	Transporter	Chemical Probes Portal	
Q7L0J3	subclass	0	Glycoprotein	Chemical Probes Portal	
Q7L7X3	class	0	Kinase	Chemical Probes Portal	
Q7L7X3	subclass	0	STE	Chemical Probes Portal	
Q7LBE3	class	0	Ion Channel	Chemical Probes Portal	
Q7LBE3	subclass	0	Solute carrier	Chemical Probes Portal	
Q7Z2W7	class	0	Ion Channel	Chemical Probes Portal	
Q7Z2W7	subclass	0	Cation Channel	Chemical Probes Portal	
Q7Z3E1	class	0	Other post-translational modification	Chemical Probes Portal	
Q7Z3E1	subclass	0	PARP	Chemical Probes Portal	
Q7Z5P4	class	0	Enzyme	Chemical Probes Portal	
Q7Z5P4	subclass	0	SDR	Chemical Probes Portal	
Q86TI2	class	0	Enzyme	Chemical Probes Portal	
Q86TI2	subclass	0	Peptidase	Chemical Probes Portal	
Q86U44	class	0	Epigenetic	Chemical Probes Portal	
Q86U44	subclass	0	Methyltransferase	Chemical Probes Portal	
Q86U86	class	0	Epigenetic	Chemical Probes Portal	
Q86U86	subclass	0	Bromodomain	Chemical Probes Portal	
Q86V86	class	0	Kinase	Chemical Probes Portal	
Q86V86	subclass	0	CAMK	Chemical Probes Portal	
Q86VF5	class	0	Enzyme	Chemical Probes Portal	
Q86VF5	subclass	0	Acyltransferase	Chemical Probes Portal	
Q86W56	class	0	DNA replication & repair enzyme	Chemical Probes Portal	
Q86W56	subclass	0	Glycohydrolase	Chemical Probes Portal	
Q86WV6	class	0	Transmembrane protein	Chemical Probes Portal	
Q86WV6	subclass	0	STING family	Chemical Probes Portal	
Q86X55	class	0	Epigenetic	Chemical Probes Portal	
Q86X55	subclass	0	Methyltransferase	Chemical Probes Portal	
Q86X55	subclass	1	Protein methyltransferase	Chemical Probes Portal	
Q86Y97	class	0	Epigenetic	Chemical Probes Portal	
Q86Y97	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q86YT5	class	0	Transporter	Chemical Probes Portal	
Q86YT5	subclass	0	Solute transporter	Chemical Probes Portal	
Q86YV6	class	0	Kinase	Chemical Probes Portal	
Q86YV6	subclass	0	CAMK	Chemical Probes Portal	
Q8IU85	class	0	Kinase	Chemical Probes Portal	
Q8IU85	subclass	0	CAMK	Chemical Probes Portal	
Q8IVV7	class	0	E3 Ligase	Chemical Probes Portal	
Q8IXJ6	class	0	Epigenetic	Chemical Probes Portal	
Q8IXJ6	subclass	0	HDAC (Class III)	Chemical Probes Portal	
Q8IYD1	class	0	Translation Termination Factor	Chemical Probes Portal	
Q8IYT8	class	0	Kinase	Chemical Probes Portal	
Q8IYT8	subclass	0	Autophagy Activating Kinases	Chemical Probes Portal	
Q8IZX4	class	0	Epigenetic	Chemical Probes Portal	
Q8IZX4	subclass	0	Bromodomain	Chemical Probes Portal	
Q8N2K0	class	0	Lipid metabolism	Chemical Probes Portal	
Q8N2K0	subclass	0	Serine Esterase	Chemical Probes Portal	
Q8N568	class	0	Kinase	Chemical Probes Portal	
Q8N568	subclass	0	CAMK	Chemical Probes Portal	
Q8N5S9	class	0	Kinase	Chemical Probes Portal	
Q8N5S9	subclass	0	Other STK	Chemical Probes Portal	
Q8N5S9	subclass	1	Other	Chemical Probes Portal	
Q8N884	class	0	Enzyme	Chemical Probes Portal	
Q8N884	subclass	0	Synthase	Chemical Probes Portal	
Q8NB16	class	0	Kinase	Chemical Probes Portal	
Q8NB16	subclass	0	Other kinase	Chemical Probes Portal	
Q8NCG7	class	0	Enzyme	Chemical Probes Portal	
Q8NCG7	subclass	0	Lipase	Chemical Probes Portal	
Q8NEB9	class	0	Kinase	Chemical Probes Portal	
Q8NEB9	subclass	0	PI3/PI4 Kinase	Chemical Probes Portal	
Q8NEB9	subclass	1	PI3/PI4-kinase family	Chemical Probes Portal	
Q8NEB9	subclass	2	PI3/PI4	Chemical Probes Portal	
Q8NER1	class	0	Ion Channel	Chemical Probes Portal	
Q8TAF3	class	0	Other post-translational modification	Chemical Probes Portal	
Q8TAF3	subclass	0	Deubiquitinase	Chemical Probes Portal	
Q8TBC4	class	0	Enzyme	Chemical Probes Portal	
Q8TBC4	class	1	Other post-translational modification	Chemical Probes Portal	
Q8TBC4	subclass	0	Ubiquitin-conjugating enzyme	Chemical Probes Portal	
Q8TBX8	class	0	Kinase	Chemical Probes Portal	
Q8TBX8	subclass	0	Phosphatidylinositol Kinase	Chemical Probes Portal	
Q8TBX8	subclass	1	Lipid kinase	Chemical Probes Portal	
Q8TBX8	subclass	2	Lipid Kinase	Chemical Probes Portal	
Q8TDX5	class	0	Enzyme	Chemical Probes Portal	
Q8TDX5	subclass	0	Carboxylase	Chemical Probes Portal	
Q8TDX7	class	0	Kinase	Chemical Probes Portal	
Q8TDX7	subclass	0	Ser/Thr Kinase	Chemical Probes Portal	
Q8TE04	class	0	Kinase	Chemical Probes Portal	
Q8TE04	subclass	0	Pantothenate kinase	Chemical Probes Portal	
Q8TEK3	class	0	Epigenetic	Chemical Probes Portal	
Q8TEK3	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q8WTS6	class	0	Epigenetic	Chemical Probes Portal	
Q8WTS6	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q8WYB5	class	0	Epigenetic	Chemical Probes Portal	
Q8WYB5	subclass	0	MYST family	Chemical Probes Portal	
Q92633	class	0	GPCR	Chemical Probes Portal	
Q92769	class	0	Epigenetic	Chemical Probes Portal	
Q92769	subclass	0	HDAC	Chemical Probes Portal	
Q92793	class	0	Epigenetic	Chemical Probes Portal	
Q92793	subclass	0	Bromodomain	Chemical Probes Portal	
Q92793	subclass	1	Histone acetyltransferase	Chemical Probes Portal	
Q92794	class	0	Epigenetic	Chemical Probes Portal	
Q92794	class	1	Other	Chemical Probes Portal	
Q92794	subclass	0	MYST family	Chemical Probes Portal	
Q92794	subclass	1	Lysine Acetyltransferase	Chemical Probes Portal	
Q92800	class	0	Epigenetic	Chemical Probes Portal	
Q92800	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q92830	class	0	Epigenetic	Chemical Probes Portal	
Q92830	subclass	0	Bromodomain	Chemical Probes Portal	
Q92831	class	0	Epigenetic	Chemical Probes Portal	
Q92831	subclass	0	Bromodomain	Chemical Probes Portal	
Q92918	class	0	Kinase	Chemical Probes Portal	
Q92918	subclass	0	STE	Chemical Probes Portal	
Q93009	class	0	Enzyme	Chemical Probes Portal	
Q93009	subclass	0	Peptidase	Chemical Probes Portal	
Q969F8	class	0	GPCR	Chemical Probes Portal	
Q969F8	subclass	0	KISS 1 Receptor	Chemical Probes Portal	
Q969S8	class	0	Enzyme	Chemical Probes Portal	
Q969S8	class	1	Epigenetic	Chemical Probes Portal	
Q969S8	subclass	0	Deacetylase	Chemical Probes Portal	
Q969S8	subclass	1	Histone Deacetylase	Chemical Probes Portal	
Q969S8	subclass	2	HDAC	Chemical Probes Portal	
Q96BR1	class	0	Kinase	Chemical Probes Portal	
Q96BR1	subclass	0	AGC	Chemical Probes Portal	
Q96GD4	class	0	Kinase	Chemical Probes Portal	
Q96GD4	subclass	0	cell cycle-regulated kinase	Chemical Probes Portal	
Q96GD4	subclass	1	Ser/Thr kinase	Chemical Probes Portal	
Q96GD4	subclass	2	Ser/Thr Kinase	Chemical Probes Portal	
Q96GX5	class	0	Kinase	Chemical Probes Portal	
Q96GX5	subclass	0	AGC	Chemical Probes Portal	
Q96JM7	class	0	Epigenetic	Chemical Probes Portal	
Q96JM7	subclass	0	Malignant brain tumor Reader	Chemical Probes Portal	
Q96KQ7	class	0	Epigenetic	Chemical Probes Portal	
Q96KQ7	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q96KQ7	subclass	1	Methyltransferase	Chemical Probes Portal	
Q96LA8	class	0	Epigenetic	Chemical Probes Portal	
Q96LA8	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q96LA8	subclass	1	Methyltransferase	Chemical Probes Portal	
Q96LB1	class	0	GPCR	Chemical Probes Portal	
Q96LB1	subclass	0	Mast cell-specific receptor	Chemical Probes Portal	
Q96P20	class	0	Other	Chemical Probes Portal	
Q96P20	class	1	Inflammasome	Chemical Probes Portal	
Q96P20	class	2	NLRP family	Chemical Probes Portal	
Q96P20	subclass	0	NACHT, LRR and PYD domains-containing Protein	Chemical Probes Portal	
Q96PD7	class	0	Enzyme	Chemical Probes Portal	
Q96PD7	subclass	0	Acyltransferase	Chemical Probes Portal	
Q96PN6	class	0	Enzyme	Chemical Probes Portal	
Q96PN6	subclass	0	Adenylyl Cyclase	Chemical Probes Portal	
Q96PN6	subclass	1	Cyclase	Chemical Probes Portal	
Q96Q15	class	0	Kinase	Chemical Probes Portal	
Q96Q15	subclass	0	PI3/PI4	Chemical Probes Portal	
Q96Q40	class	0	Kinase	Chemical Probes Portal	
Q96Q40	subclass	0	CMGC	Chemical Probes Portal	
Q96RI1	class	0	Transcription factor	Chemical Probes Portal	
Q96RI1	subclass	0	Nuclear Receptor	Chemical Probes Portal	
Q96RR4	class	0	Kinase	Chemical Probes Portal	
Q96RR4	subclass	0	Other STK	Chemical Probes Portal	
Q96RR4	subclass	1	Other	Chemical Probes Portal	
Q96SB4	class	0	Kinase	Chemical Probes Portal	
Q96SB4	subclass	0	CMGC	Chemical Probes Portal	
Q96SW2	class	0	Other post-translational modification	Chemical Probes Portal	
Q96SW2	class	1	post-translational modification	Chemical Probes Portal	
Q96SW2	class	2	Post-translational	Chemical Probes Portal	
Q96SW2	subclass	0	E3 Ligase	Chemical Probes Portal	
Q99418	class	0	Cytohesin	Chemical Probes Portal	
Q99527	class	0	GPCR	Chemical Probes Portal	
Q99538	class	0	Enzyme	Chemical Probes Portal	
Q99538	subclass	0	Endopeptidase	Chemical Probes Portal	
Q99558	class	0	Kinase	Chemical Probes Portal	
Q99558	subclass	0	STE	Chemical Probes Portal	
Q99571	class	0	Ion Channel	Chemical Probes Portal	
Q99571	subclass	0	ATP Receptor	Chemical Probes Portal	
Q99572	class	0	Ion Channel	Chemical Probes Portal	
Q99572	subclass	0	P2X Family	Chemical Probes Portal	
Q99594	class	0	Epigenetic	Chemical Probes Portal	
Q99594	subclass	0	Transcription factor	Chemical Probes Portal	
Q99594	subclass	1	Transcription Factor	Chemical Probes Portal	
Q99640	class	0	Kinase	Chemical Probes Portal	
Q99640	subclass	0	Ser/Thr kinase	Chemical Probes Portal	
Q99643	class	0	Other	Chemical Probes Portal	
Q99643	subclass	0	TCA cycle	Chemical Probes Portal	
Q99685	class	0	Enzyme	Chemical Probes Portal	
Q99685	subclass	0	Lipase	Chemical Probes Portal	
Q99814	class	0	Transcription factor	Chemical Probes Portal	
Q99814	subclass	0	Hypoxia-Inducible Factor	Chemical Probes Portal	
Q99865	class	0	Epigenetic	Chemical Probes Portal	
Q99865	subclass	0	Chromatin Regulator	Chemical Probes Portal	
Q99873	class	0	Epigenetic	Chemical Probes Portal	
Q99873	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q9BPZ2	class	0	Epigenetic	Chemical Probes Portal	
Q9BPZ2	subclass	0	Chromatin Regulator	Chemical Probes Portal	
Q9BUB5	class	0	Kinase	Chemical Probes Portal	
Q9BUB5	subclass	0	CAMK	Chemical Probes Portal	
Q9BV23	class	0	Enzyme	Chemical Probes Portal	
Q9BV23	subclass	0	Lipase	Chemical Probes Portal	
Q9BVS4	class	0	Kinase	Chemical Probes Portal	
Q9BVS4	subclass	0	RIO Type	Chemical Probes Portal	
Q9BVS4	subclass	1	RIO type	Chemical Probes Portal	
Q9BWU1	class	0	Kinase	Chemical Probes Portal	
Q9BWU1	subclass	0	CMGC	Chemical Probes Portal	
Q9BXF3	class	0	Epigenetic	Chemical Probes Portal	
Q9BXF3	subclass	0	Bromodomain	Chemical Probes Portal	
Q9BY41	class	0	Epigenetic	Chemical Probes Portal	
Q9BY41	subclass	0	HDAC	Chemical Probes Portal	
Q9BY41	subclass	1	Histone deacetylase	Chemical Probes Portal	
Q9BYW2	class	0	Epigenetic	Chemical Probes Portal	
Q9BYW2	subclass	0	Histone Methyltransferase	Chemical Probes Portal	
Q9BZ23	class	0	Kinase	Chemical Probes Portal	
Q9BZ23	subclass	0	Pantothenate kinase	Chemical Probes Portal	
Q9BZ95	class	0	Epigenetic	Chemical Probes Portal	
Q9BZ95	subclass	0	Methyltransferase	Chemical Probes Portal	
Q9C0B1	class	0	Epigenetic	Chemical Probes Portal	
Q9C0B1	class	1	Enzyme	Chemical Probes Portal	
Q9C0B1	subclass	0	RNA demethylase	Chemical Probes Portal	
Q9C0B1	subclass	1	FTO family	Chemical Probes Portal	
Q9GZN0	class	0	GPCR	Chemical Probes Portal	
Q9GZN0	subclass	0	Striatum specific receptor	Chemical Probes Portal	
Q9GZT9	class	0	Enzyme	Chemical Probes Portal	
Q9GZT9	subclass	0	Hydrolase	Chemical Probes Portal	
Q9GZV3	class	0	Transporter	Chemical Probes Portal	
Q9GZV3	subclass	0	Solute carrier	Chemical Probes Portal	
Q9H093	class	0	Kinase	Chemical Probes Portal	
Q9H093	subclass	0	CAMK	Chemical Probes Portal	
Q9H0E9	class	0	Epigenetic	Chemical Probes Portal	
Q9H0E9	subclass	0	Bromodomain	Chemical Probes Portal	
Q9H0K1	class	0	Kinase	Chemical Probes Portal	
Q9H0K1	subclass	0	CAMK	Chemical Probes Portal	
Q9H2K2	class	0	Other post-translational modification	Chemical Probes Portal	
Q9H2K2	subclass	0	PARP	Chemical Probes Portal	
Q9H3N8	class	0	GPCR	Chemical Probes Portal	
Q9H3N8	subclass	0	Histamine Receptor	Chemical Probes Portal	
Q9H3R0	class	0	Epigenetic	Chemical Probes Portal	
Q9H3R0	subclass	0	Protein Demethylase	Chemical Probes Portal	
Q9H3R0	subclass	1	Histone demethylase	Chemical Probes Portal	
Q9H4B4	class	0	Kinase	Chemical Probes Portal	
Q9H4B4	subclass	0	Other	Chemical Probes Portal	
Q9H773	class	0	Enzyme	Chemical Probes Portal	
Q9H773	subclass	0	Pyrophosphatase	Chemical Probes Portal	
Q9H7B4	class	0	Epigenetic	Chemical Probes Portal	
Q9H7B4	subclass	0	Methyltransferase	Chemical Probes Portal	
Q9H8M2	class	0	Epigenetic	Chemical Probes Portal	
Q9H8M2	subclass	0	Bromodomain	Chemical Probes Portal	
Q9H903	class	0	Enzyme	Chemical Probes Portal	
Q9H903	subclass	0	Dehydrogenase	Chemical Probes Portal	
Q9H999	class	0	Kinase	Chemical Probes Portal	
Q9H999	subclass	0	Pantothenate kinase	Chemical Probes Portal	
Q9H9B1	class	0	Epigenetic	Chemical Probes Portal	
Q9H9B1	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q9H9B1	subclass	1	Methyltransferase	Chemical Probes Portal	
Q9HAZ1	class	0	Kinase	Chemical Probes Portal	
Q9HAZ1	subclass	0	CMGC	Chemical Probes Portal	
Q9HBA0	class	0	Ion Channel	Chemical Probes Portal	
Q9HBA0	subclass	0	Ca transporter	Chemical Probes Portal	
Q9HBH9	class	0	Kinase	Chemical Probes Portal	
Q9HBH9	subclass	0	CAMK	Chemical Probes Portal	
Q9NPC1	class	0	GPCR	Chemical Probes Portal	
Q9NPC1	subclass	0	BLT family	Chemical Probes Portal	
Q9NPI1	class	0	Epigenetic	Chemical Probes Portal	
Q9NPI1	subclass	0	Bromodomain	Chemical Probes Portal	
Q9NQU5	class	0	Protein kinase	Chemical Probes Portal	
Q9NQU5	class	1	Kinase	Chemical Probes Portal	
Q9NQU5	subclass	0	STE	Chemical Probes Portal	
Q9NQV7	class	0	Epigenetic	Chemical Probes Portal	
Q9NQV7	subclass	0	Histone methyltransferase	Chemical Probes Portal	
Q9NR22	class	0	Epigenetic	Chemical Probes Portal	
Q9NR22	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q9NR48	class	0	Epigenetic	Chemical Probes Portal	
Q9NR48	subclass	0	HMT	Chemical Probes Portal	
Q9NR97	class	0	Toll-Like Receptor	Chemical Probes Portal	
Q9NR97	class	1	GPCR	Chemical Probes Portal	
Q9NR97	subclass	0	Toll-like receptor	Chemical Probes Portal	
Q9NRG4	class	0	Epigenetic	Chemical Probes Portal	
Q9NRG4	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q9NRG4	subclass	1	Methyltransferase	Chemical Probes Portal	
Q9NRM7	class	0	Kinase	Chemical Probes Portal	
Q9NRM7	subclass	0	AGC	Chemical Probes Portal	
Q9NS75	class	0	GPCR	Chemical Probes Portal	
Q9NS75	subclass	0	Cysteinyl leukotriene receptor	Chemical Probes Portal	
Q9NSD7	class	0	GPCR	Chemical Probes Portal	
Q9NSD7	subclass	0	Rexaxin receptor	Chemical Probes Portal	
Q9NSY1	class	0	Kinase	Chemical Probes Portal	
Q9NSY1	subclass	0	Ser/Thr kinase	Chemical Probes Portal	
Q9NV35	class	0	Epigenetic	Chemical Probes Portal	
Q9NV35	subclass	0	Nudix Hydrolase	Chemical Probes Portal	
Q9NVM4	class	0	Epigenetic	Chemical Probes Portal	
Q9NVM4	subclass	0	Methyltransferase	Chemical Probes Portal	
Q9NVM4	subclass	1	Protein methyltransferase	Chemical Probes Portal	
Q9NWM0	class	0	Enzyme	Chemical Probes Portal	
Q9NWM0	subclass	0	Oxidase	Chemical Probes Portal	
Q9NWZ3	class	0	Kinase	Chemical Probes Portal	
Q9NWZ3	subclass	0	TKL	Chemical Probes Portal	
Q9NYK1	class	0	Toll-Like Receptor	Chemical Probes Portal	
Q9NYV4	class	0	Kinase	Chemical Probes Portal	
Q9NYV4	subclass	0	CMGC	Chemical Probes Portal	
Q9NYY3	class	0	Kinase	Chemical Probes Portal	
Q9NYY3	subclass	0	Other	Chemical Probes Portal	
Q9NZJ5	class	0	Kinase	Chemical Probes Portal	
Q9NZJ5	subclass	0	Other	Chemical Probes Portal	
Q9NZJ5	subclass	1	Ser/Thr Kinase	Chemical Probes Portal	
Q9NZQ7	class	0	Receptor ligand	Chemical Probes Portal	
Q9NZQ7	class	1	Programmed Cell Deatch	Chemical Probes Portal	
Q9NZQ7	subclass	0	Cell death receptor ligand	Chemical Probes Portal	
Q9P1W9	class	0	Kinase	Chemical Probes Portal	
Q9P1W9	subclass	0	CAMK	Chemical Probes Portal	
Q9P286	class	0	Protein kinase	Chemical Probes Portal	
Q9P286	class	1	Kinase	Chemical Probes Portal	
Q9P286	subclass	0	STE	Chemical Probes Portal	
Q9P289	class	0	Kinase	Chemical Probes Portal	
Q9P289	subclass	0	STE	Chemical Probes Portal	
Q9UBE0	class	0	Enzyme	Chemical Probes Portal	
Q9UBE0	subclass	0	SUMOylation Enzyme	Chemical Probes Portal	
Q9UBN4	class	0	Ion Channel	Chemical Probes Portal	
Q9UBN4	subclass	0	Transient receptor potential channels	Chemical Probes Portal	
Q9UBN7	class	0	Epigenetic	Chemical Probes Portal	
Q9UBN7	subclass	0	HDAC	Chemical Probes Portal	
Q9UBP0	class	0	Enzyme	Chemical Probes Portal	
Q9UBP0	subclass	0	ATPase	Chemical Probes Portal	
Q9UBT2	class	0	Enzyme	Chemical Probes Portal	
Q9UBT2	subclass	0	SUMOylation Enzyme	Chemical Probes Portal	
Q9UDY8	class	0	Enzyme	Chemical Probes Portal	
Q9UDY8	subclass	0	Peptidase	Chemical Probes Portal	
Q9UEE5	class	0	Kinase	Chemical Probes Portal	
Q9UEE5	subclass	0	CAMK	Chemical Probes Portal	
Q9UGN5	class	0	Other post-translational modification	Chemical Probes Portal	
Q9UGN5	subclass	0	PARP	Chemical Probes Portal	
Q9UHD2	class	0	Protein kinase	Chemical Probes Portal	
Q9UHD2	class	1	Kinase	Chemical Probes Portal	
Q9UHD2	subclass	0	Ser/Thr Protein Kinase	Chemical Probes Portal	
Q9UHD2	subclass	1	Ser/Thr kinase	Chemical Probes Portal	
Q9UIF8	class	0	Epigenetic	Chemical Probes Portal	
Q9UIF8	subclass	0	Bromodomain	Chemical Probes Portal	
Q9UIF9	class	0	Epigenetic	Chemical Probes Portal	
Q9UIF9	subclass	0	Bromodomain	Chemical Probes Portal	
Q9UK32	class	0	Kinase	Chemical Probes Portal	
Q9UK32	subclass	0	AGC	Chemical Probes Portal	
Q9UK80	class	0	Enzyme	Chemical Probes Portal	
Q9UK80	subclass	0	USP subfamily	Chemical Probes Portal	
Q9UKE5	class	0	Kinase	Chemical Probes Portal	
Q9UKE5	subclass	0	STE	Chemical Probes Portal	
Q9UKK9	class	0	Epigenetic	Chemical Probes Portal	
Q9UKK9	subclass	0	Nudix Hydrolase	Chemical Probes Portal	
Q9UKK9	subclass	1	Nudix hydrolase	Chemical Probes Portal	
Q9UKK9	subclass	2	Nudix	Chemical Probes Portal	
Q9UKP4	class	0	Enzyme	Chemical Probes Portal	
Q9UKP4	subclass	0	Disintegrin	Chemical Probes Portal	
Q9UKS7	class	0	Transcription factor	Chemical Probes Portal	
Q9UKS7	subclass	0	Zinc Finger	Chemical Probes Portal	
Q9UKT9	class	0	Transcription factor	Chemical Probes Portal	
Q9UKT9	subclass	0	Zinc Finger	Chemical Probes Portal	
Q9UL54	class	0	Kinase	Chemical Probes Portal	
Q9UL54	subclass	0	STE	Chemical Probes Portal	
Q9UL62	class	0	Ion Channel	Chemical Probes Portal	
Q9UL62	subclass	0	Transient receptor potential channels	Chemical Probes Portal	
Q9ULC6	class	0	Enzyme	Chemical Probes Portal	
Q9ULC6	subclass	0	Deiminase	Chemical Probes Portal	
Q9ULD4	class	0	Epigenetic	Chemical Probes Portal	
Q9ULD4	subclass	0	Bromodomain	Chemical Probes Portal	
Q9ULI0	class	0	Epigenetic	Chemical Probes Portal	
Q9ULI0	subclass	0	Bromodomain	Chemical Probes Portal	
Q9ULW8	class	0	Enzyme	Chemical Probes Portal	
Q9ULW8	subclass	0	Deiminase	Chemical Probes Portal	
Q9UM07	class	0	Epigenetic	Chemical Probes Portal	
Q9UM07	class	1	Enzyme	Chemical Probes Portal	
Q9UM07	subclass	0	Arginine deaminase	Chemical Probes Portal	
Q9UM07	subclass	1	Deiminase	Chemical Probes Portal	
Q9UM73	class	0	Kinase	Chemical Probes Portal	
Q9UM73	subclass	0	RTK	Chemical Probes Portal	
Q9UM73	subclass	1	TK	Chemical Probes Portal	
Q9UNQ0	class	0	Transporter	Chemical Probes Portal	
Q9UNQ0	subclass	0	ABCG family	Chemical Probes Portal	
Q9UNW8	class	0	GPCR	Chemical Probes Portal	
Q9UPE1	class	0	Kinase	Chemical Probes Portal	
Q9UPE1	subclass	0	CMGC	Chemical Probes Portal	
Q9UQ84	class	0	Enzyme	Chemical Probes Portal	
Q9UQ84	subclass	0	Endonuclease	Chemical Probes Portal	
Q9UQ88	class	0	Kinase	Chemical Probes Portal	
Q9UQ88	subclass	0	CMGC	Chemical Probes Portal	
Q9UQB9	class	0	Kinase	Chemical Probes Portal	
Q9UQB9	subclass	0	Ser/Thr kinase	Chemical Probes Portal	
Q9UQB9	subclass	1	Ser/Thr Kinase	Chemical Probes Portal	
Q9UQB9	subclass	2	cell cycle-regulated kinase	Chemical Probes Portal	
Q9Y233	class	0	Epigenetic	Chemical Probes Portal	
Q9Y233	class	1	Enzyme	Chemical Probes Portal	
Q9Y233	subclass	0	Phosphodiesterase	Chemical Probes Portal	
