resource	xref	inchikey
canSAR	7019366	JTTGVFCANBFLCE-CJLVFECKSA-N
canSAR	996893	AYMGZLUKTNXEMY-UHFFFAOYSA-N
canSAR	7019194	ROINLDWZNWCWJK-ZYIHSGTPSA-N
canSAR	3314137	ZJJZBBBSQKVNHL-BYBNZYMESA-N
canSAR	4199068	BOXPLNRWIHHHBO-CHCOZFFLSA-N
canSAR	3314725	INXGMIWEZJNJOA-NVZKIFIHSA-N
canSAR	3143012	RTNONCBKGZNCJS-LJLQSONVSA-N
canSAR	3199231	DUPAJELXESPTNF-PPZGWQTASA-N
canSAR	3597797	SWVYYNLRVIYURK-AREMUKBSSA-N
canSAR	3313086	AAZUPSFRSHFTGV-INIZCTEOSA-N
canSAR	3313087	LLCVDQHLYHBAHR-UHFFFAOYSA-N
canSAR	219422	XJTIGGCBXFIZJV-UHFFFAOYSA-N
canSAR	445749	UCGWYCMPZXDHNR-UHFFFAOYSA-N
canSAR	2927349	ZORLJXWXFABTPZ-CTNGQTDRSA-N
canSAR	829567	ZZWWXIBKLBMSCS-FQEVSTJZSA-N
canSAR	3314364	UVVQLQQNGHYTOL-JIVXZRRKSA-N
canSAR	308757	FQWDVNSBYDXPIO-CQSZACIVSA-N
canSAR	68218	BASFYRLYJAZPPL-UONOGXRCSA-N
canSAR	7437523	UJDFQDPAVQIQLB-UHFFFAOYSA-N
canSAR	3059884	FHRKRGDHMCCDEO-LLVKDONJSA-N
canSAR	7437522	QNZYMVMEVWRUCW-UHFFFAOYSA-N
canSAR	7047821	QRYISIPABXJVOQ-AWEZNQCLSA-N
canSAR	3899104	UEUNDURNLYLSNB-HOTGVXAUSA-N
canSAR	7437513	AXNQNPVSVCEGTP-LALXJTNGSA-N
canSAR	808891	KDOQEEMQPHIANX-NFBKMPQASA-N
canSAR	7082914	PFEKWBKJUBCXDT-KGLIPLIRSA-N
canSAR	3452398	AYGDOYFDJDUPSS-UHFFFAOYSA-N
canSAR	3247536	QKVFMAAIXZONRN-UHFFFAOYSA-N
canSAR	1243053	CEIIEALEIHQDBX-UHFFFAOYSA-N
canSAR	7437514	MVPFPBIHUUHXGU-FSSWDIPSSA-N
canSAR	3570159	VUOYAALVGSMUHC-UHFFFAOYSA-N
canSAR	7158937	FVICRBSEYSHKFY-JYQNNKODSA-N
canSAR	616919	SDGJBAUIGHSMRI-UHFFFAOYSA-N
canSAR	810723	BCFGMOOMADDAQU-UHFFFAOYSA-N
canSAR	1850605	LPGBXHWIQNZEJB-UHFFFAOYSA-N
canSAR	4199092	FMSIRMKLDQFQKI-UHFFFAOYSA-N
canSAR	735652	LIRYPHYGHXZJBZ-UHFFFAOYSA-N
canSAR	7059370	BUJWDBSVEVFQDP-UHFFFAOYSA-N
canSAR	7447599	ZABZNDRRLTXBHH-UHFFFAOYSA-N
canSAR	387343	LIOLIMKSCNQPLV-UHFFFAOYSA-N
canSAR	474134	VRQXRVAKPDCRCI-ZNMIVQPWSA-N
canSAR	3935416	HPJVZSVEIGCFJP-SFHVURJKSA-N
canSAR	401319	NYNZQNWKBKUAII-KBXCAEBGSA-N
canSAR	452255	IBGLGMOPHJQDJB-IHRRRGAJSA-N
canSAR	3546672	RHGZXPKHVAHQJO-BIIHCSGHSA-N
canSAR	473672	MWKYMZXCGYXLPL-ZDUSSCGKSA-N
canSAR	1682158	HKTBYUWLRDZAJK-UHFFFAOYSA-N
canSAR	424457	LXDPQXXUVGVIND-UHFFFAOYSA-N
canSAR	384279	PRWSIEBRGXYXAJ-UHFFFAOYSA-N
canSAR	220474	VPJXPDLMACOGIZ-UHFFFAOYSA-N
canSAR	3459901	BWINBHTTZLVXGT-NVXWUHKLSA-N
canSAR	2849455	XISVSTPEXYIKJL-UHFFFAOYSA-N
canSAR	7437504	PVKIFNZMYGMWPD-UHFFFAOYSA-N
canSAR	2897459	HXNUFFCHRIWTRZ-UHFFFAOYSA-N
canSAR	2933081	QVOGVAVHOLLLAZ-UHFFFAOYSA-N
canSAR	471230	OYKPWSZSBLRRPL-HOYKHHGWSA-N
