inchikey	organism	dose_value	dose_unit	route	dose_raw	source_db	source
GRXCLNMCJWKTAT-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/kg	Chemical Probes Portal	
VGRLXWFIXGZRMS-UHFFFAOYSA-N	Rat	2	mg/kg	IV	2 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	
VGRLXWFIXGZRMS-UHFFFAOYSA-N	Rat	10	mg/kg	PO	2 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	
PGKXDIMONUAMFR-AREMUKBSSA-N	Guinea Pig					Chemical Probes Portal	
PGKXDIMONUAMFR-AREMUKBSSA-N	Guinea Pig					Chemical Probes Portal	
PWKAYICUBVNJAZ-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
MSTXJJGAXXJCBY-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
MSTXJJGAXXJCBY-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
IVDUVEGCMXCMSO-FQEVSTJZSA-N	Mouse	150	mg/kg		150 mg/Kg	Chemical Probes Portal	
HRJWTAWVFDCTGO-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
HRJWTAWVFDCTGO-UHFFFAOYSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
BZZKEPGENYLQSC-FIBGUPNXSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
BZZKEPGENYLQSC-FIBGUPNXSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
BZZKEPGENYLQSC-FIBGUPNXSA-N	Dog	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
BZZKEPGENYLQSC-FIBGUPNXSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
BZZKEPGENYLQSC-FIBGUPNXSA-N	Monkey (Cynomolgus)	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
BZZKEPGENYLQSC-FIBGUPNXSA-N	Monkey (Cynomolgus)	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
XUKUURHRXDUEBC-KAYWLYCHSA-N	Mouse	10	mg/kg	IV	10 mg/kg (IV), 300 mg/kg (PO)	Chemical Probes Portal	
XUKUURHRXDUEBC-KAYWLYCHSA-N	Mouse	300	mg/kg	PO	10 mg/kg (IV), 300 mg/kg (PO)	Chemical Probes Portal	
WDHOIABIERMLGY-CMJOXMDJSA-N	Other				2/5 IV/PO mg/Kg (M), 0.5/1 IV/PO mg/Kg (R)	Chemical Probes Portal	
YTINZZFBHWSAGL-NDEPHWFRSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
YTINZZFBHWSAGL-NDEPHWFRSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
YTINZZFBHWSAGL-NDEPHWFRSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
VRQMAABPASPXMW-HDICACEKSA-N						Chemical Probes Portal	
JKJMWHULJIOKPJ-UHFFFAOYSA-N	Mouse	0.1	mg/kg		0.1 - 10 mg/Kg	Chemical Probes Portal	
TXJZRSRTYPUYRW-GHTZIAJQSA-N	Other	100	mg/kg		100 mg/kg	Chemical Probes Portal	
ARYUXFNGXHNNDM-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
WQAVGRAETZEADU-UHFFFAOYSA-N	Mouse	0.03	mg/kg		10, 1, 0.1, and 0.03 mg/kg	Chemical Probes Portal	
WQAVGRAETZEADU-UHFFFAOYSA-N	Rat	0.03	mg/kg		10, 1, 0.1, and 0.03 mg/kg	Chemical Probes Portal	
WQAVGRAETZEADU-UHFFFAOYSA-N	Dog	0.03	mg/kg		10, 1, 0.1, and 0.03 mg/kg	Chemical Probes Portal	
WQAVGRAETZEADU-UHFFFAOYSA-N	Monkey (Cynomolgus)	0.03	mg/kg		10, 1, 0.1, and 0.03 mg/kg	Chemical Probes Portal	
CDJPHTNUARAVMH-SECBINFHSA-N	Rat	1	mg/kg		1 mg/kg	Chemical Probes Portal	
HFNKQEVNSGCOJV-OAHLLOKOSA-N	Mouse	90	mg/kg		90 mg/kg	Chemical Probes Portal	
OQFCHSFVWSLDAO-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
OQFCHSFVWSLDAO-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
WSEQXVZVJXJVFP-FQEVSTJZSA-N	Rat	1.6	mg/kg		1.6 mg/Kg	Chemical Probes Portal	
KJDAGXLMHXUAGV-DGWLBADLSA-N	Mouse	25	mg/kg		12.5, 18.8, 25 mg/Kg	Chemical Probes Portal	
CMJJZRAAQMUAFH-INIZCTEOSA-N	Mouse	4	mg/kg		4 mg/Kg	Chemical Probes Portal	
CMJJZRAAQMUAFH-INIZCTEOSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
CMJJZRAAQMUAFH-INIZCTEOSA-N	Rat	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
CMJJZRAAQMUAFH-INIZCTEOSA-N	Rat	4	mg/kg		4 mg/Kg	Chemical Probes Portal	
FFLJVBPCONQSQW-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
IESAJAZKMLPVIB-VXGBXAGGSA-N	Rat	30	mg/kg		30-90 mg/Kg	Chemical Probes Portal	
PEMUGDMSUDYLHU-ZEQRLZLVSA-N	Other	3	mg/kg	IV	3 mg/Kg IV, 3 to 100 mg/Kg PO	Chemical Probes Portal	
PEMUGDMSUDYLHU-ZEQRLZLVSA-N	Other	3	mg/kg	PO	3 mg/Kg IV, 3 to 100 mg/Kg PO	Chemical Probes Portal	
NXQKSXLFSAEQCZ-SFHVURJKSA-N	Other	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 30 and 100 mg/Kg PO	Chemical Probes Portal	
NXQKSXLFSAEQCZ-SFHVURJKSA-N	Other	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 30 and 100 mg/Kg PO	Chemical Probes Portal	
NXQKSXLFSAEQCZ-SFHVURJKSA-N	Other	100	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 30 and 100 mg/Kg PO	Chemical Probes Portal	
RIGHCDSORZCRDE-UHFFFAOYSA-N	Mouse	2	mg/kg	IV	2 mg/Kg IV, 10 mg/Kg	Chemical Probes Portal	
RIGHCDSORZCRDE-UHFFFAOYSA-N	Mouse	10	mg/kg		2 mg/Kg IV, 10 mg/Kg	Chemical Probes Portal	
RAXZSEGXMBWYQK-SNVBAGLBSA-N	Rat	1	mg/kg	PO	1 mg/Kg PO, 0.5 mg/Kg IV	Chemical Probes Portal	
RAXZSEGXMBWYQK-SNVBAGLBSA-N	Rat	0.5	mg/kg	IV	1 mg/Kg PO, 0.5 mg/Kg IV	Chemical Probes Portal	
RAXZSEGXMBWYQK-SNVBAGLBSA-N	Dog	0.5	mg/kg	PO	0.5 mg/Kg PO, 0.25 mg/Kg IV	Chemical Probes Portal	
RAXZSEGXMBWYQK-SNVBAGLBSA-N	Dog	0.25	mg/kg	IV	0.5 mg/Kg PO, 0.25 mg/Kg IV	Chemical Probes Portal	
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg (IV), 10 mg/Kg (PO)	Chemical Probes Portal	
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Mouse	10	mg/kg	PO	1 mg/Kg (IV), 10 mg/Kg (PO)	Chemical Probes Portal	
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg (IV), 10 mg/Kg (PO)	Chemical Probes Portal	
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Rat	10	mg/kg	PO	1 mg/Kg (IV), 10 mg/Kg (PO)	Chemical Probes Portal	
RHFIAUKMKYHHFA-UHFFFAOYSA-N	Other	0.4	mg/kg	IV	0.4-1 mg/kg (IV), 5 mg/Kg (PO)	Chemical Probes Portal	
RHFIAUKMKYHHFA-UHFFFAOYSA-N	Other	5	mg/kg	PO	0.4-1 mg/kg (IV), 5 mg/Kg (PO)	Chemical Probes Portal	
LUVOYGUFQRWXGQ-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
LUVOYGUFQRWXGQ-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
MCLDWKVRXDHDEI-UHFFFAOYSA-N	Mouse	2.29	mg/kg		2.29 mg/kg	Chemical Probes Portal	
VSMTYSWGHKYXOF-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/kg	Chemical Probes Portal	
VSMTYSWGHKYXOF-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
DRSZMILOMUPIBJ-UHFFFAOYSA-N	Mouse	100	mg/kg		10, 30. 100 mg/Kg	Chemical Probes Portal	
ZLHFILGSQDJULK-UHFFFAOYSA-N	Mouse	30	mg/kg		5, 10, 30 mg/Kg	Chemical Probes Portal	
CWLAIOPWFOOJHQ-QHCPKHFHSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
NCDZABJPWMBMIQ-INIZCTEOSA-N	Mouse					Chemical Probes Portal	
NCDZABJPWMBMIQ-INIZCTEOSA-N	Rat					Chemical Probes Portal	
NCDZABJPWMBMIQ-INIZCTEOSA-N	Dog					Chemical Probes Portal	
XDJGNPSZQSWJCV-UHFFFAOYSA-N	Rat	0.5	mg/kg		0.5 mg/kg	Chemical Probes Portal	
XDJGNPSZQSWJCV-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
XDJGNPSZQSWJCV-UHFFFAOYSA-N	Dog	0.1	mg/kg		0.1 mg/Kg	Chemical Probes Portal	
UZWDCWONPYILKI-UHFFFAOYSA-N	Mouse	12.5	mg/kg		>12.5 mg/Kg	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Mouse	5	mg/kg	IV	5 mg/Kg IV, 20 mg/Kg PO	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Mouse	20	mg/kg	PO	5 mg/Kg IV, 20 mg/Kg PO	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Rat	5	mg/kg	IV	5 mg/Kg IV, 20 mg/Kg	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Rat	20	mg/kg		5 mg/Kg IV, 20 mg/Kg	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Dog	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Dog	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Monkey (Cynomolgus)	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
YOVVNQKCSKSHKT-HNNXBMFYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
YOVVNQKCSKSHKT-HNNXBMFYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
YOVVNQKCSKSHKT-HNNXBMFYSA-N	Mouse	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
GBLBJPZSROAGMF-RWYJCYHVSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
KVLFRAWTRWDEDF-IRXDYDNUSA-N	Mouse	10	mg/kg		2.5 and 10 mg/Kg	Chemical Probes Portal	
HFLMLZKGLUEWBU-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
UKBQFBRPXKGJPY-INIZCTEOSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
UKBQFBRPXKGJPY-INIZCTEOSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
UKBQFBRPXKGJPY-INIZCTEOSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
UKBQFBRPXKGJPY-INIZCTEOSA-N	Monkey (Cynomolgus)	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
OAZAPIKYVGRNCO-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
OAZAPIKYVGRNCO-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
RSMYFSPOTCDHHJ-GOSISDBHSA-N	Rat				unknown	Chemical Probes Portal	
RSMYFSPOTCDHHJ-GOSISDBHSA-N	Dog				unknown	Chemical Probes Portal	
GOOYSJIWTIHOGW-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
GOOYSJIWTIHOGW-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
DJVYXMINSBMUHH-QAQDUYKDSA-N	Rat	2	mg/kg		2 mg/kg	Chemical Probes Portal	
DJVYXMINSBMUHH-QAQDUYKDSA-N	Rat	5	mg/kg		5 mg/kg	Chemical Probes Portal	
DJVYXMINSBMUHH-QAQDUYKDSA-N	Dog	1	mg/kg		1 mg/kg	Chemical Probes Portal	
CDQQWCLOMUMQMM-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
CDQQWCLOMUMQMM-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
RQFYFNAGNBUGFC-UHFFFAOYSA-N	Rat	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
COGUZYALRYMQTD-LJQANCHMSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
COGUZYALRYMQTD-LJQANCHMSA-N	Mouse	5	mg/kg		5 mgKg	Chemical Probes Portal	
COGUZYALRYMQTD-LJQANCHMSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
WQVPGYMGERDXLH-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/kg	Chemical Probes Portal	
IWMCPJZTADUIFX-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
IWMCPJZTADUIFX-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
FWJRVGZWNDOOFH-OAHLLOKOSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
WDBUEMWHXKHQNB-NNAUULPKSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
WDBUEMWHXKHQNB-NNAUULPKSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
WDBUEMWHXKHQNB-NNAUULPKSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
DMUSMYYDKCXFKR-MRJIRHQNSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
DMUSMYYDKCXFKR-MRJIRHQNSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
VNSQFPFWUAZOTQ-UHFFFAOYSA-N	Mouse	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
VNSQFPFWUAZOTQ-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Mouse	10	mg/kg	IV	0.3/10 mpk IV/PO	Chemical Probes Portal	
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Rat	3	mg/kg	IV	1/3 mpk IV/PO	Chemical Probes Portal	
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Dog	1	mg/kg	IV	0.3/1 mpk IV/PO	Chemical Probes Portal	
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Monkey (Cynomolgus)	1	mg/kg	IV	0.3/1 mpk IV/PO	Chemical Probes Portal	
IVOACCSOISMVBL-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
IVOACCSOISMVBL-UHFFFAOYSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
IVOACCSOISMVBL-UHFFFAOYSA-N	Monkey (Cynomolgus)	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
HEUVRFNVTLGKMZ-SANMLTNESA-N	Other	5	mg/kg		5 mg/kg (Rat), 2.5 mg/kg (Dog), up to 25 mg/kg (PO)	Chemical Probes Portal	
HEUVRFNVTLGKMZ-SANMLTNESA-N	Other	2.5	mg/kg		5 mg/kg (Rat), 2.5 mg/kg (Dog), up to 25 mg/kg (PO)	Chemical Probes Portal	
HEUVRFNVTLGKMZ-SANMLTNESA-N	Other	25	mg/kg	PO	5 mg/kg (Rat), 2.5 mg/kg (Dog), up to 25 mg/kg (PO)	Chemical Probes Portal	
DNVXATUJJDPFDM-KRWDZBQOSA-N	Mouse	50	mg/kg		50 mg/kg	Chemical Probes Portal	
RCINICONZNJXQF-MZXODVADSA-N	Other	2	mg/kg		2-36 mg/kg	Chemical Probes Portal	
DUCNNEYLFOQFSW-PMERELPUSA-N	Other	150	mg/kg		150 mg/kg	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Mouse	4	mg/kg		4 mg/Kg	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Rat	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Dog	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	Dog	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
RWRSKMSFZCQDMQ-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
RWRSKMSFZCQDMQ-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
RIWTUJFFSTVYPW-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
QARLNMDDSQMINK-BVRKHOPBSA-N	Mouse	200	mg/kg		2, 20, 200 mg/Kg	Chemical Probes Portal	
HKASDKLLEVWKJA-YADARESESA-N	Mouse	10	uM/kg		10 uM/Kg	Chemical Probes Portal	
HKASDKLLEVWKJA-YADARESESA-N	Mouse	1	uM/kg		1 uM/Kg	Chemical Probes Portal	
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
XRDVXQQZLHVEQZ-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
XRDVXQQZLHVEQZ-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
MZBOZBMARIQZGX-GRRGFIRHSA-N	Other	25	mg/kg		25 mg/kg (rat)	Chemical Probes Portal	
UNRTVIQQMJRQLZ-UHFFFAOYSA-N	Mouse	250	mg/kg		250 mg/Kg	Chemical Probes Portal	
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Mouse	40	mg/kg		40 mg/Kg	Chemical Probes Portal	
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
BWBUPDTUXQDHSX-AWEZNQCLSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
ZRHWCAFAIHTQKD-QGZVFWFLSA-N	Mouse	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
CQAPXPSWLDAVEG-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
CQAPXPSWLDAVEG-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
YNVKFHIWFDRVNY-UHFFFAOYSA-N	Mouse	2.5	mg/kg		2.5 mg/kg	Chemical Probes Portal	
QVQHWPLHUNEREE-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
XVFDNRYZXDHTHT-PXAZEXFGSA-N	Mouse					Chemical Probes Portal	
XVFDNRYZXDHTHT-PXAZEXFGSA-N	Rat					Chemical Probes Portal	
IVYQPSHHYIAUFO-VXKWHMMOSA-N	Other					Chemical Probes Portal	
RVOZYMPVGIVNJX-UHFFFAOYSA-N	Rat	0.3	mg/kg	IV	0.3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
RVOZYMPVGIVNJX-UHFFFAOYSA-N	Rat	10	mg/kg	PO	0.3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
RVOZYMPVGIVNJX-UHFFFAOYSA-N	Dog	0.3	mg/kg	IV	0.3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
RVOZYMPVGIVNJX-UHFFFAOYSA-N	Dog	10	mg/kg	PO	0.3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
DFQGDHBGRSTTHX-UHFFFAOYSA-N	Rat	2	mg/kg	IV	2 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
DFQGDHBGRSTTHX-UHFFFAOYSA-N	Rat	10	mg/kg	PO	2 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
HNIFCPBQMKPRCX-UHFFFAOYSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
HNIFCPBQMKPRCX-UHFFFAOYSA-N	Dog	0.2	mg/kg		0.2 mg/Kg	Chemical Probes Portal	
REQQVBGILUTQNN-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
REQQVBGILUTQNN-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
REQQVBGILUTQNN-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
YJPWVCIGSHWNON-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/kg	Chemical Probes Portal	
YJPWVCIGSHWNON-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
MCIACXAZCBVDEE-CUUWFGFTSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
MCIACXAZCBVDEE-CUUWFGFTSA-N	Rat	5	mg/kg		5.0 mg/Kg	Chemical Probes Portal	
TVMJSGGZULFVCZ-XMMPIXPASA-N	Rat	30	ug		30 µg	Chemical Probes Portal	
YIHHYCIYAIVQKX-MBIULKOWSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
MSFPLTWUFWOKBX-IFXJQAMLSA-O	Mouse	10	mg/kg		10 mg/kg	Chemical Probes Portal	
BBIPVJCGIASXJB-PKTZIBPZSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
BBIPVJCGIASXJB-PKTZIBPZSA-N	Rat	9.75	mg/kg		9.75 mg/Kg	Chemical Probes Portal	
BBIPVJCGIASXJB-PKTZIBPZSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
SPMVMDHWKHCIDT-UHFFFAOYSA-N	Rat	0.04	mg/kg		0.04 mg/Kg	Chemical Probes Portal	
SPMVMDHWKHCIDT-UHFFFAOYSA-N	Rat	0.2	mg/kg		0.2 mg/Kg	Chemical Probes Portal	
SPMVMDHWKHCIDT-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
SPMVMDHWKHCIDT-UHFFFAOYSA-N	Rat	5	mg/mL		5 mg/mL	Chemical Probes Portal	
ZRPZPNYZFSJUPA-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/Kg, 200 mg/Kg	Chemical Probes Portal	
ZRPZPNYZFSJUPA-UHFFFAOYSA-N	Mouse	200	mg/kg		50 mg/Kg, 200 mg/Kg	Chemical Probes Portal	
NDRFFOKFYGUOKD-ZDUSSCGKSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
NDRFFOKFYGUOKD-ZDUSSCGKSA-N	Mouse	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
PJKRNPPUSQSCHN-UHFFFAOYSA-N	Mouse	0.5	umol/kg		0.5 umol/kg	Chemical Probes Portal	
PJKRNPPUSQSCHN-UHFFFAOYSA-N	Rat	0.5	umol/kg		0.5 umol/Kg	Chemical Probes Portal	
QGPXEIMWTKWHMH-DEOSSOPVSA-N	Rat	1	mg/kg	IV	1 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	
