uniprot_id	target_key	hgnc	species
O43683	BUB1	BUB1	Homo sapiens (Human)
P00736	C1R	C1R	Homo sapiens (Human)
P09871	C1S	C1S	Homo sapiens (Human)
P01024	C3	C3	Homo sapiens (Human)
Q16581	C3AR1	C3AR1	Homo sapiens (Human)
P01031	C5	C5	Homo sapiens (Human)
P21730	C5AR1	C5AR1	Homo sapiens (Human)
P00915	CA1	CA1	Homo sapiens (Human)
Q9NS85	CA10	CA10	Homo sapiens (Human)
O75493	CA11	CA11	Homo sapiens (Human)
O43570	CA12	CA12	Homo sapiens (Human)
Q8N1Q1	CA13	CA13	Homo sapiens (Human)
Q9ULX7	CA14	CA14	Homo sapiens (Human)
P00918	CA2	CA2	Homo sapiens (Human)
P07451	CA3	CA3	Homo sapiens (Human)
P22748	CA4	CA4	Homo sapiens (Human)
P35218	CA5A	CA5A	Homo sapiens (Human)
Q9Y2D0	CA5B	CA5B	Homo sapiens (Human)
P23280	CA6	CA6	Homo sapiens (Human)
P43166	CA7	CA7	Homo sapiens (Human)
P35219	CA8	CA8	Homo sapiens (Human)
Q16790	CA9	CA9	Homo sapiens (Human)
O00555	CACNA1A	CACNA1A	Homo sapiens (Human)
Q00975	CACNA1B	CACNA1B	Homo sapiens (Human)
Q13936	CACNA1C	CACNA1C	Homo sapiens (Human)
Q01668	CACNA1D	CACNA1D	Homo sapiens (Human)
Q15878	CACNA1E	CACNA1E	Homo sapiens (Human)
O60840	CACNA1F	CACNA1F	Homo sapiens (Human)
O43497	CACNA1G	CACNA1G	Homo sapiens (Human)
O95180	CACNA1H	CACNA1H	Homo sapiens (Human)
Q9P0X4	CACNA1I	CACNA1I	Homo sapiens (Human)
Q13698	CACNA1S	CACNA1S	Homo sapiens (Human)
P54289	CACNA2D1	CACNA2D1	Homo sapiens (Human)
Q9NY47	CACNA2D2	CACNA2D2	Homo sapiens (Human)
Q8IZS8	CACNA2D3	CACNA2D3	Homo sapiens (Human)
Q7Z3S7	CACNA2D4	CACNA2D4	Homo sapiens (Human)
Q02641	CACNB1	CACNB1	Homo sapiens (Human)
Q08289	CACNB2	CACNB2	Homo sapiens (Human)
O00305	CACNB4	CACNB4	Homo sapiens (Human)
Q06432	CACNG1	CACNG1	Homo sapiens (Human)
Q9Y698	CACNG2	CACNG2	Homo sapiens (Human)
O60359	CACNG3	CACNG3	Homo sapiens (Human)
Q9UF02	CACNG5	CACNG5	Homo sapiens (Human)
Q8WXS5	CACNG8	CACNG8	Homo sapiens (Human)
P27708	CAD	CAD	Homo sapiens (Human)
P01258	CALCA	CALCA	Homo sapiens (Human)
P10092	CALCB	CALCB	Homo sapiens (Human)
Q16602	CALCRL	CALCRL	Homo sapiens (Human)
P0DP23	CALM1	CALM1	Homo sapiens (Human)
Q14012	CAMK1	CAMK1	Homo sapiens (Human)
Q8IU85	CAMK1D	CAMK1D	Homo sapiens (Human)
Q96NX5	CAMK1G	CAMK1G	Homo sapiens (Human)
Q9UQM7	CAMK2A	CAMK2A	Homo sapiens (Human)
Q13554	CAMK2B	CAMK2B	Homo sapiens (Human)
Q13557	CAMK2D	CAMK2D	Homo sapiens (Human)
Q13555	CAMK2G	CAMK2G	Homo sapiens (Human)
Q8N5S9	CAMKK1	CAMKK1	Homo sapiens (Human)
Q96RR4	CAMKK2	CAMKK2	Homo sapiens (Human)
P07384	CAPN1	CAPN1	Homo sapiens (Human)
P17655	CAPN2	CAPN2	Homo sapiens (Human)
Q86X55	CARM1	CARM1	Homo sapiens (Human)
P29466	CASP1	CASP1	Homo sapiens (Human)
Q92851	CASP10	CASP10	Homo sapiens (Human)
P42574	CASP3	CASP3	Homo sapiens (Human)
P55212	CASP6	CASP6	Homo sapiens (Human)
P55210	CASP7	CASP7	Homo sapiens (Human)
Q14790	CASP8	CASP8	Homo sapiens (Human)
P55211	CASP9	CASP9	Homo sapiens (Human)
P41180	CASR	CASR	Homo sapiens (Human)
P16152	CBR1	CBR1	Homo sapiens (Human)
P35520	CBS	CBS	Homo sapiens (Human)
O00257	CBX4	CBX4	Homo sapiens (Human)
O95503	CBX6	CBX6	Homo sapiens (Human)
O95931	CBX7	CBX7	Homo sapiens (Human)
P32238	CCKAR	CCKAR	Homo sapiens (Human)
P32239	CCKBR	CCKBR	Homo sapiens (Human)
P13500	CCL2	CCL2	Homo sapiens (Human)
P78396	CCNA1	CCNA1	Homo sapiens (Human)
P20248	CCNA2	CCNA2	Homo sapiens (Human)
P14635	CCNB1	CCNB1	Homo sapiens (Human)
O95067	CCNB2	CCNB2	Homo sapiens (Human)
Q8WWL7	CCNB3	CCNB3	Homo sapiens (Human)
P24385	CCND1	CCND1	Homo sapiens (Human)
P30279	CCND2	CCND2	Homo sapiens (Human)
P30281	CCND3	CCND3	Homo sapiens (Human)
P24864	CCNE1	CCNE1	Homo sapiens (Human)
O96020	CCNE2	CCNE2	Homo sapiens (Human)
O60563	CCNT1	CCNT1	Homo sapiens (Human)
P32246	CCR1	CCR1	Homo sapiens (Human)
P46092	CCR10	CCR10	Homo sapiens (Human)
P41597	CCR2	CCR2	Homo sapiens (Human)
P51677	CCR3	CCR3	Homo sapiens (Human)
P51679	CCR4	CCR4	Homo sapiens (Human)
P51681	CCR5	CCR5	Homo sapiens (Human)
P51684	CCR6	CCR6	Homo sapiens (Human)
P32248	CCR7	CCR7	Homo sapiens (Human)
P51685	CCR8	CCR8	Homo sapiens (Human)
P51686	CCR9	CCR9	Homo sapiens (Human)
P10747	CD28	CD28	Homo sapiens (Human)
P28907	CD38	CD38	Homo sapiens (Human)
P01730	CD4	CD4	Homo sapiens (Human)
P33681	CD80	CD80	Homo sapiens (Human)
P32320	CDA	CDA	Homo sapiens (Human)
Q13042	CDC16	CDC16	Homo sapiens (Human)
Q12834	CDC20	CDC20	Homo sapiens (Human)
Q9UJX2	CDC23	CDC23	Homo sapiens (Human)
P30305	CDC25B	CDC25B	Homo sapiens (Human)
P30307	CDC25C	CDC25C	Homo sapiens (Human)
P30260	CDC27	CDC27	Homo sapiens (Human)
P49427	CDC34	CDC34	Homo sapiens (Human)
P60953	CDC42	CDC42	Homo sapiens (Human)
Q5VT25	CDC42BPA	CDC42BPA	Homo sapiens (Human)
Q9Y5S2	CDC42BPB	CDC42BPB	Homo sapiens (Human)
O00311	CDC7	CDC7	Homo sapiens (Human)
P19022	CDH2	CDH2	Homo sapiens (Human)
P06493	CDK1	CDK1	Homo sapiens (Human)
Q00536	CDK16	CDK16	Homo sapiens (Human)
Q9BWU1	CDK19	CDK19	Homo sapiens (Human)
P24941	CDK2	CDK2	Homo sapiens (Human)
P11802	CDK4	CDK4	Homo sapiens (Human)
Q00535	CDK5	CDK5	Homo sapiens (Human)
Q15078	CDK5R1	CDK5R1	Homo sapiens (Human)
Q00534	CDK6	CDK6	Homo sapiens (Human)
P50613	CDK7	CDK7	Homo sapiens (Human)
P49336	CDK8	CDK8	Homo sapiens (Human)
P50750	CDK9	CDK9	Homo sapiens (Human)
O76039	CDKL5	CDKL5	Homo sapiens (Human)
P38936	CDKN1A	CDKN1A	Homo sapiens (Human)
P46527	CDKN1B	CDKN1B	Homo sapiens (Human)
Q8N8U2	CDYL2	CDYL2	Homo sapiens (Human)
P06731	CEACAM5	CEACAM5	Homo sapiens (Human)
Q9BXF3	CECR2	CECR2	Homo sapiens (Human)
P19835	CEL	CEL	Homo sapiens (Human)
Q9UNI1	CELA1	CELA1	Homo sapiens (Human)
Q02224	CENPE	CENPE	Homo sapiens (Human)
Q8TCT0	CERK	CERK	Homo sapiens (Human)
P27544	CERS1	CERS1	Homo sapiens (Human)
P23141	CES1	CES1	Homo sapiens (Human)
Q9UKY3	CES1P1	CES1P1	Homo sapiens (Human)
O00748	CES2	CES2	Homo sapiens (Human)
Q6UWW8	CES3	CES3	Homo sapiens (Human)
Q6NT32	CES5A	CES5A	Homo sapiens (Human)
P11597	CETP	CETP	Homo sapiens (Human)
P00751	CFB	CFB	Homo sapiens (Human)
P00746	CFD	CFD	Homo sapiens (Human)
P05156	CFI	CFI	Homo sapiens (Human)
P13569	CFTR	CFTR	Homo sapiens (Human)
Q8N884	CGAS	CGAS	Homo sapiens (Human)
P28329	CHAT	CHAT	Homo sapiens (Human)
O14757	CHEK1	CHEK1	Homo sapiens (Human)
O96017	CHEK2	CHEK2	Homo sapiens (Human)
Q9BZP6	CHIA	CHIA	Homo sapiens (Human)
P11229	CHRM1	CHRM1	Homo sapiens (Human)
P08172	CHRM2	CHRM2	Homo sapiens (Human)
P20309	CHRM3	CHRM3	Homo sapiens (Human)
P08173	CHRM4	CHRM4	Homo sapiens (Human)
P08912	CHRM5	CHRM5	Homo sapiens (Human)
P02708	CHRNA1	CHRNA1	Homo sapiens (Human)
Q9GZZ6	CHRNA10	CHRNA10	Homo sapiens (Human)
Q15822	CHRNA2	CHRNA2	Homo sapiens (Human)
P32297	CHRNA3	CHRNA3	Homo sapiens (Human)
P43681	CHRNA4	CHRNA4	Homo sapiens (Human)
P30532	CHRNA5	CHRNA5	Homo sapiens (Human)
Q15825	CHRNA6	CHRNA6	Homo sapiens (Human)
P36544	CHRNA7	CHRNA7	Homo sapiens (Human)
Q9UGM1	CHRNA9	CHRNA9	Homo sapiens (Human)
P11230	CHRNB1	CHRNB1	Homo sapiens (Human)
P17787	CHRNB2	CHRNB2	Homo sapiens (Human)
Q05901	CHRNB3	CHRNB3	Homo sapiens (Human)
P30926	CHRNB4	CHRNB4	Homo sapiens (Human)
Q07001	CHRND	CHRND	Homo sapiens (Human)
Q04844	CHRNE	CHRNE	Homo sapiens (Human)
P07510	CHRNG	CHRNG	Homo sapiens (Human)
O15111	CHUK	CHUK	Homo sapiens (Human)
P12277	CKB	CKB	Homo sapiens (Human)
P12277	CKBE	CKB	Homo sapiens (Human)
P06732	CKM	CKM	Homo sapiens (Human)
P12532	CKMT1A	CKMT1A; CKMT1B	Homo sapiens (Human)
P12532	CKMT1B	CKMT1A; CKMT1B	Homo sapiens (Human)
P17540	CKMT2	CKMT2	Homo sapiens (Human)
A8K7I4	CLCA1	CLCA1	Homo sapiens (Human)
P51788	CLCN2	CLCN2	Homo sapiens (Human)
P51790	CLCN3	CLCN3	Homo sapiens (Human)
P51798	CLCN7	CLCN7	Homo sapiens (Human)
P49759	CLK1	CLK1	Homo sapiens (Human)
P49760	CLK2	CLK2	Homo sapiens (Human)
Q9HAZ1	CLK4	CLK4	Homo sapiens (Human)
P58418	CLRN1	CLRN1	Homo sapiens (Human)
P23946	CMA1	CMA1	Homo sapiens (Human)
Q99788	CMKLR1	CMKLR1	Homo sapiens (Human)
P29973	CNGA1	CNGA1	Homo sapiens (Human)
Q16280	CNGA2	CNGA2	Homo sapiens (Human)
Q16281	CNGA3	CNGA3	Homo sapiens (Human)
Q8IV77	CNGA4	CNGA4	Homo sapiens (Human)
Q14028	CNGB1	CNGB1	Homo sapiens (Human)
Q9NQW8	CNGB3	CNGB3	Homo sapiens (Human)
P21554	CNR1	CNR1	Homo sapiens (Human)
P34972	CNR2	CNR2	Homo sapiens (Human)
Q13057	COASY	COASY	Homo sapiens (Human)
P21964	COMT	COMT	Homo sapiens (Human)
P15085	CPA1	CPA1	Homo sapiens (Human)
Q96IY4	CPB2	CPB2	Homo sapiens (Human)
P31327	CPS1	CPS1	Homo sapiens (Human)
P50416	CPT1A	CPT1A	Homo sapiens (Human)
Q92523	CPT1B	CPT1B	Homo sapiens (Human)
P23786	CPT2	CPT2	Homo sapiens (Human)
P29373	CRABP2	CRABP2	Homo sapiens (Human)
P43155	CRAT	CRAT	Homo sapiens (Human)
Q96SW2	CRBN	CRBN	Homo sapiens (Human)
O75575	CRCP	CRCP	Homo sapiens (Human)
P16220	CREB1	CREB1	Homo sapiens (Human)
Q92793	CREBBP	CREBBP	Homo sapiens (Human)
P34998	CRHR1	CRHR1	Homo sapiens (Human)
Q13324	CRHR2	CRHR2	Homo sapiens (Human)
Q16526	CRY1	CRY1	Homo sapiens (Human)
Q49AN0	CRY2	CRY2	Homo sapiens (Human)
P07333	CSF1R	CSF1R	Homo sapiens (Human)
P41240	CSK	CSK	Homo sapiens (Human)
P48729	CSNK1A1	CSNK1A1	Homo sapiens (Human)
P48730	CSNK1D	CSNK1D	Homo sapiens (Human)
P49674	CSNK1E	CSNK1E	Homo sapiens (Human)
P68400	CSNK2A1	CSNK2A1	Homo sapiens (Human)
P19784	CSNK2A2	CSNK2A2	Homo sapiens (Human)
P67870	CSNK2B	CSNK2B	Homo sapiens (Human)
P35222	CTNNB1	CTNNB1	Homo sapiens (Human)
P17538	CTRB1	CTRB1	Homo sapiens (Human)
Q99895	CTRC	CTRC	Homo sapiens (Human)
P10619	CTSA	CTSA	Homo sapiens (Human)
P07858	CTSB	CTSB	Homo sapiens (Human)
P53634	CTSC	CTSC	Homo sapiens (Human)
P07339	CTSD	CTSD	Homo sapiens (Human)
P14091	CTSE	CTSE	Homo sapiens (Human)
Q9UBX1	CTSF	CTSF	Homo sapiens (Human)
P08311	CTSG	CTSG	Homo sapiens (Human)
P43235	CTSK	CTSK	Homo sapiens (Human)
P07711	CTSL	CTSL	Homo sapiens (Human)
Q5NE16	CTSL3P	CTSL3P	Homo sapiens (Human)
P25774	CTSS	CTSS	Homo sapiens (Human)
O60911	CTSV	CTSV	Homo sapiens (Human)
Q9UBR2	CTSZ	CTSZ	Homo sapiens (Human)
P49238	CX3CR1	CX3CR1	Homo sapiens (Human)
O43927	CXCL13	CXCL13	Homo sapiens (Human)
P25024	CXCR1	CXCR1	Homo sapiens (Human)
P25025	CXCR2	CXCR2	Homo sapiens (Human)
P49682	CXCR3	CXCR3	Homo sapiens (Human)
P61073	CXCR4	CXCR4	Homo sapiens (Human)
O00574	CXCR6	CXCR6	Homo sapiens (Human)
P04839	CYBB	CYBB	Homo sapiens (Human)
P05108	CYP11A1	CYP11A1	Homo sapiens (Human)
P15538	CYP11B1	CYP11B1	Homo sapiens (Human)
P19099	CYP11B2	CYP11B2	Homo sapiens (Human)
P05093	CYP17A1	CYP17A1	Homo sapiens (Human)
P11511	CYP19A1	CYP19A1	Homo sapiens (Human)
P04798	CYP1A1	CYP1A1	Homo sapiens (Human)
P05177	CYP1A2	CYP1A2	Homo sapiens (Human)
Q16678	CYP1B1	CYP1B1	Homo sapiens (Human)
P08686	CYP21A2	CYP21A2	Homo sapiens (Human)
Q07973	CYP24A1	CYP24A1	Homo sapiens (Human)
